No.,transition,lambda(invacuo),Ei(cm^-1),Ek(cm^-1),gi,gk,Aki(s^-1),
53,2S-8S,3890.12277070,82259.19141,107965.32099,2,2,0.34158E-09,
54,2S-9S,3836.44460632,82259.19141,108324.99198,2,2,0.24783E-09,
55,2S-10S,3798.94885065,82259.19141,108582.26233,2,2,0.18486E-09,
56,2S-11S,3771.67462306,82259.19141,108772.61317,2,2,0.14125E-09,
57,2S-12S,3751.19112998,82259.19141,108917.39051,2,2,0.11019E-09,
58,2S-13S,3735.40346316,82259.19141,109030.06128,2,2,0.87526E-10,
59,2S-14S,3722.97067948,82259.19141,109119.46204,2,2,0.70625E-10,
60,2S-15S,3713.00070242,82259.19141,109191.58600,2,2,0.57781E-10,
61,2S-16S,3704.88065745,82259.19141,109250.61415,2,2,0.47855E-10,
62,2S-17S,3698.17783068,82259.19141,109299.53522,2,2,0.40065E-10,
63,2S-18S,3692.57944810,82259.19141,109340.53155,2,2,0.33872E-10,
64,2S-19S,3687.85476355,82259.19141,109375.22673,2,2,0.28881E-10,
65,2S-20S,3683.83046289,82259.19141,109404.84890,2,2,0.24835E-10,
66,2S-21S,3680.37428266,82259.19141,109430.34095,2,2,0.21494E-10,
67,2S-22S,3677.38384421,82259.19141,109452.43646,2,2,0.18741E-10,
68,2S-23S,3674.77888454,82259.19141,109471.71308,2,2,0.16342E-10,
69,2S-24S,3672.49575001,82259.19141,109488.63069,2,2,0.14409E-10,
70,2S-25S,3670.48342845,82259.19141,109503.55907,2,2,0.12141E-10,
71,2S-3d,6564.52272941,82259.19141,97492.59133,2,4,0.10496E-09*,
72,2S-4d,4862.63667230,82259.19141,102824.16609,2,4,0.60320E-10*,
73,2S-5d,4341.64726932,82259.19141,105291.92388,2,4,0.33608E-10*,
74,2S-6d,4102.85993380,82259.19141,106632.43389,2,4,0.20124E-10*,
75,2S-7d,3971.16498443,82259.19141,107440.71885,2,4,0.12889E-10*,
76,2S-8d,3890.12190755,82259.19141,107965.32669,2,4,0.87185E-11*,
77,2S-9d,3836.44401672,82259.19141,108324.99599,2,4,0.61601E-11*,
78,2S-10d,3798.94842919,82259.19141,108582.26525,2,4,0.45086E-11*,
79,2S-11d,3771.67431094,82259.19141,108772.61536,2,4,0.33969E-11*,
80,2S-12d,3751.19089218,82259.19141,108917.39220,2,4,0.26218E-11*,
81,2S-13d,3735.40327769,82259.19141,109030.06261,2,4,0.20654E-11*,
82,2S-14d,3722.97053197,82259.19141,109119.46311,2,4,0.16556E-11*,
83,2S-15d,3713.00058312,82259.19141,109191.58686,2,4,0.13473E-11*,
84,2S-16d,3704.88055959,82259.19141,109250.61486,2,4,0.11110E-11*,
85,2S-17d,3698.17774939,82259.19141,109299.53582,2,4,0.92675E-12*,
86,2S-18d,3692.57937982,82259.19141,109340.53205,2,4,0.78117E-12*,
87,2S-19d,3687.85470564,82259.19141,109375.22715,2,4,0.66446E-12*,
88,2S-20d,3683.83041335,82259.19141,109404.84927,2,4,0.57020E-12*,
89,2S-21d,3680.37423994,82259.19141,109430.34127,2,4,0.49198E-12*,
90,2S-22d,3677.38380712,82259.19141,109452.43673,2,4,0.42832E-12*,
91,2S-23d,3674.77885213,82259.19141,109471.71332,2,4,0.37780E-12*,
92,2S-24d,3672.49572151,82259.19141,109488.63090,2,4,0.33051E-12*,
93,2S-25d,3670.48340327,82259.19141,109503.55926,2,4,0.26564E-12*,
94,2p-3p,6564.56933941,82259.19141,97492.48317,2,2,0.49047E-09,
95,2p-4p,4862.64746171,82259.19141,102824.12045,2,2,0.38497E-09,
96,2p-5p,4341.65167316,82259.19141,105291.90051,2,2,0.24716E-09,
97,2p-6p,4102.86220969,82259.19141,106632.42037,2,2,0.15987E-09,
98,2p-7p,3971.16632712,82259.19141,107440.71033,2,2,0.10730E-09,
99,2p-8p,3890.12277070,82259.19141,107965.32099,2,2,0.74818E-10,
100,2p-9p,3836.44460632,82259.19141,108324.99198,2,2,0.53980E-10,
101,2p-10p,3798.94885065,82259.19141,108582.26233,2,2,0.40106E-10,
102,2p-11p,3771.67462306,82259.19141,108772.61317,2,2,0.30553E-10,
103,2p-12p,3751.19112998,82259.19141,108917.39051,2,2,0.23782E-10,
104,2p-13p,3735.40346316,82259.19141,109030.06128,2,2,0.18858E-10,
105,2p-14p,3722.97067948,82259.19141,109119.46204,2,2,0.15196E-10,
106,2p-15p,3713.00070242,82259.19141,109191.58600,2,2,0.12419E-10,
107,2p-16p,3704.88065745,82259.19141,109250.61415,2,2,0.10276E-10,
108,2p-17p,3698.17783068,82259.19141,109299.53522,2,2,0.85969E-11,
109,2p-18p,3692.57944810,82259.19141,109340.53155,2,2,0.72633E-11,
110,2p-19p,3687.85476355,82259.19141,109375.22673,2,2,0.61911E-11,
111,2p-20p,3683.83046289,82259.19141,109404.84890,2,2,0.53191E-11,
112,2p-21p,3680.37428266,82259.19141,109430.34095,2,2,0.46030E-11,
113,2p-22p,3677.38384421,82259.19141,109452.43646,2,2,0.40102E-11,
114,2p-23p,3674.77888454,82259.19141,109471.71308,2,2,0.35164E-11,
115,2p-24p,3672.49575001,82259.19141,109488.63069,2,2,0.31046E-11,
116,2p-25p,3670.48342845,82259.19141,109503.55907,2,2,0.27233E-11,
117,2p-2P,273940977.11562,82259.19141,82259.55646,2,4,0.43784E-12*,
118,2p-3P,6564.52272941,82259.19141,97492.59133,2,4,0.33797E-08*,
119,2p-4P,4862.63667230,82259.19141,102824.16609,2,4,0.17384E-08*,
120,2p-5P,4341.64726932,82259.19141,105291.92388,2,4,0.95588E-09*,
121,2p-6P,4102.85993380,82259.19141,106632.43389,2,4,0.57281E-09*,
122,2p-7P,3971.16498443,82259.19141,107440.71885,2,4,0.36798E-09*,
123,2p-8P,3890.12190755,82259.19141,107965.32669,2,4,0.24962E-09*,
124,2p-9P,3836.44401672,82259.19141,108324.99599,2,4,0.17679E-09*,
125,2p-10P,3798.94842919,82259.19141,108582.26525,2,4,0.12964E-09*,
126,2p-11P,3771.67431094,82259.19141,108772.61536,2,4,0.97826E-10*,
127,2p-12P,3751.19089218,82259.19141,108917.39220,2,4,0.75597E-10*,
128,2p-13P,3735.40327769,82259.19141,109030.06261,2,4,0.59610E-10*,
129,2p-14P,3722.97053197,82259.19141,109119.46311,2,4,0.47822E-10*,
130,2p-15P,3713.00058312,82259.19141,109191.58686,2,4,0.38944E-10*,
131,2p-16P,3704.88055959,82259.19141,109250.61486,2,4,0.32130E-10*,
132,2p-17P,3698.17774939,82259.19141,109299.53582,2,4,0.26816E-10*,
133,2p-18P,3692.57937982,82259.19141,109340.53205,2,4,0.22611E-10*,
134,2p-19P,3687.85470564,82259.19141,109375.22715,2,4,0.19241E-10*,
135,2p-20P,3683.83041335,82259.19141,109404.84927,2,4,0.16506E-10*,
136,2p-21P,3680.37423994,82259.19141,109430.34127,2,4,0.14269E-10*,
137,2p-22P,3677.38380712,82259.19141,109452.43673,2,4,0.12420E-10*,
138,2p-23P,3674.77885213,82259.19141,109471.71332,2,4,0.10871E-10*,
139,2p-24P,3672.49572151,82259.19141,109488.63090,2,4,0.95668E-11*,
140,2p-25P,3670.48340327,82259.19141,109503.55926,2,4,0.85364E-11*,
141,2P-3p,6564.72665287,82259.55646,97492.48317,4,2,0.12890E-07*,
142,2P-4p,4862.73377870,82259.55646,102824.12045,4,2,0.75187E-08*,
143,2P-5p,4341.72048447,82259.55646,105291.90051,4,2,0.43502E-08*,
144,2P-6p,4102.92365990,82259.55646,106632.42037,4,2,0.26757E-08*,
145,2P-7p,3971.22389569,82259.55646,107440.71033,4,2,0.17453E-08*,
146,2P-8p,3890.17801351,82259.55646,107965.32099,4,2,0.11955E-08*,
147,2P-9p,3836.49833510,82259.55646,108324.99198,4,2,0.85226E-09*,
148,2P-10p,3799.00153431,82259.55646,108582.26233,4,2,0.62790E-09*,
149,2P-11p,3771.72655295,82259.55646,108772.61317,4,2,0.47542E-09*,
150,2P-12p,3751.24249735,82259.55646,108917.39051,4,2,0.36835E-09*,
151,2P-13p,3735.45439905,82259.55646,109030.06128,4,2,0.29103E-09*,
152,2P-14p,3723.02127687,82259.55646,109119.46204,4,2,0.23386E-09*,
153,2P-15p,3713.05102917,82259.55646,109191.58600,4,2,0.19068E-09*,
154,2P-16p,3704.93076433,82259.55646,109250.61415,4,2,0.15749E-09*,
155,2P-17p,3698.22775641,82259.55646,109299.53522,4,2,0.13156E-09*,
156,2P-18p,3692.62922279,82259.55646,109340.53155,4,2,0.11101E-09*,
157,2P-19p,3687.90441094,82259.55646,109375.22673,4,2,0.94515E-10*,
158,2P-20p,3683.88000199,82259.55646,109404.84890,4,2,0.81130E-10*,
159,2P-21p,3680.42372884,82259.55646,109430.34095,4,2,0.70155E-10*,
160,2P-22p,3677.43321007,82259.55646,109452.43646,4,2,0.61068E-10*,
161,2P-23p,3674.82818049,82259.55646,109471.71308,4,2,0.53479E-10*,
162,2P-24p,3672.54498472,82259.55646,109488.63069,4,2,0.47084E-10*,
163,2P-25p,3670.53260922,82259.55646,109503.55907,4,2,0.41753E-10*,
164,2P-3P,6564.68004063,82259.55646,97492.59133,4,4,0.35311E-08*,
165,2P-4P,4862.72298891,82259.55646,102824.16609,4,4,0.27716E-08*,
166,2P-5P,4341.71608049,82259.55646,105291.92388,4,4,0.17794E-08*,
167,2P-6P,4102.92138394,82259.55646,106632.43389,4,4,0.11510E-08*,
168,2P-7P,3971.22255296,82259.55646,107440.71885,4,4,0.77248E-09*,
169,2P-8P,3890.17715034,82259.55646,107965.32669,4,4,0.53865E-09*,
170,2P-9P,3836.49774548,82259.55646,108324.99599,4,4,0.38863E-09*,
171,2P-10P,3799.00111284,82259.55646,108582.26525,4,4,0.28874E-09*,
172,2P-11P,3771.72624082,82259.55646,108772.61536,4,4,0.21997E-09*,
173,2P-12P,3751.24225954,82259.55646,108917.39220,4,4,0.17122E-09*,
174,2P-13P,3735.45421358,82259.55646,109030.06261,4,4,0.13577E-09*,
175,2P-14P,3723.02112936,82259.55646,109119.46311,4,4,0.10940E-09*,
176,2P-15P,3713.05090988,82259.55646,109191.58686,4,4,0.89409E-10*,
177,2P-16P,3704.93066646,82259.55646,109250.61486,4,4,0.73982E-10*,
178,2P-17P,3698.22767512,82259.55646,109299.53582,4,4,0.61894E-10*,
179,2P-18P,3692.62915451,82259.55646,109340.53205,4,4,0.52293E-10*,
180,2P-19P,3687.90435304,82259.55646,109375.22715,4,4,0.44571E-10*,
181,2P-20P,3683.87995245,82259.55646,109404.84927,4,4,0.38299E-10*,
182,2P-21P,3680.42368613,82259.55646,109430.34127,4,4,0.33135E-10*,
183,2P-22P,3677.43317298,82259.55646,109452.43673,4,4,0.28855E-10*,
184,2P-23P,3674.82814808,82259.55646,109471.71332,4,4,0.25295E-10*,
185,2P-24P,3672.54495623,82259.55646,109488.63090,4,4,0.22302E-10*,
186,2P-25P,3670.53258404,82259.55646,109503.55926,4,4,0.19564E-10*,
187,2P-4f,4862.71939241,82259.55646,102824.18129,4,6,0.44146E-10*,
188,2P-5f,4341.71461253,82259.55646,105291.93166,4,6,0.38650E-10*,
189,2P-6f,4102.92062530,82259.55646,106632.43839,4,6,0.28279E-10*,
190,2P-7f,3971.22210540,82259.55646,107440.72169,4,6,0.20239E-10*,
191,2P-8f,3890.17686261,82259.55646,107965.32859,4,6,0.14665E-10*,
192,2P-9f,3836.49754894,82259.55646,108324.99732,4,6,0.10849E-10*,
193,2P-10f,3799.00097235,82259.55646,108582.26622,4,6,0.82005E-11*,
194,2P-11f,3771.72613678,82259.55646,108772.61609,4,6,0.63257E-11*,
195,2P-12f,3751.24218027,82259.55646,108917.39277,4,6,0.49699E-11*,
196,2P-13f,3735.45415175,82259.55646,109030.06305,4,6,0.39691E-11*,
197,2P-14f,3723.02108018,82259.55646,109119.46346,4,6,0.32163E-11*,
198,2P-15f,3713.05087011,82259.55646,109191.58715,4,6,0.26403E-11*,
199,2P-16f,3704.93063384,82259.55646,109250.61510,4,6,0.21927E-11*,
200,2P-17f,3698.22764802,82259.55646,109299.53601,4,6,0.18400E-11*,
201,2P-18f,3692.62913175,82259.55646,109340.53221,4,6,0.15585E-11*,
202,2P-19f,3687.90433373,82259.55646,109375.22730,4,6,0.13310E-11*,
203,2P-20f,3683.87993594,82259.55646,109404.84939,4,6,0.11456E-11*,
204,2P-21f,3680.42367189,82259.55646,109430.34138,4,6,0.99146E-12*,
205,2P-22f,3677.43316062,82259.55646,109452.43682,4,6,0.86127E-12*,
206,2P-23f,3674.82813728,82259.55646,109471.71340,4,6,0.76471E-12*,
207,2P-24f,3672.54494673,82259.55646,109488.63097,4,6,0.69155E-12*,
208,2P-25f,3670.53257564,82259.55646,109503.55932,4,6,0.62421E-12*,
209,3S-4S,18755.96456799,97492.48317,102824.12045,2,2,0.20457E-10,
210,3S-5S,12821.47057842,97492.48317,105291.90051,2,2,0.25864E-10,
211,3S-6S,10940.99421511,97492.48317,106632.42037,2,2,0.21744E-10,
212,3S-7S,10052.04227385,97492.48317,107440.71033,2,2,0.16705E-10,
213,3S-8S,9548.51032205,97492.48317,107965.32099,2,2,0.12623E-10,
214,3S-9S,9231.47183471,97492.48317,108324.99198,2,2,0.95945E-11,
215,3S-10S,9017.31211799,97492.48317,108582.26233,2,2,0.73891E-11,
216,3S-11S,8865.14605932,97492.48317,108772.61317,2,2,0.57768E-11,
217,3S-12S,8752.80621556,97492.48317,108917.39051,2,2,0.45842E-11,
218,3S-13S,8667.33027229,97492.48317,109030.06128,2,2,0.36892E-11,
219,3S-14S,8600.68647930,97492.48317,109119.46204,2,2,0.30075E-11,
220,3S-15S,8547.66399521,97492.48317,109191.58600,2,2,0.24808E-11,
221,3S-16S,8504.75302560,97492.48317,109250.61415,2,2,0.20683E-11,
222,3S-17S,8469.51462321,97492.48317,109299.53522,2,2,0.17412E-11,
223,3S-18S,8440.20861691,97492.48317,109340.53155,2,2,0.14786E-11,
224,3S-19S,8415.56493374,97492.48317,109375.22673,2,2,0.12663E-11,
225,3S-20S,8394.63816223,97492.48317,109404.84890,2,2,0.10912E-11,
226,3S-21S,8376.71228821,97492.48317,109430.34095,2,2,0.94774E-12,
227,3S-22S,8361.23666909,97492.48317,109452.43646,2,2,0.82744E-12,
228,3S-23S,8347.78201789,97492.48317,109471.71308,2,2,0.73421E-12,
229,3S-24S,8336.00952893,97492.48317,109488.63069,2,2,0.64639E-12,
230,3S-25S,8325.64882885,97492.48317,109503.55907,2,2,0.62224E-12,
231,3S-3d,924549772.08800,97492.48317,97492.59133,2,4,0.24922E-26*,
232,3S-4d,18755.80404838,97492.48317,102824.16609,2,4,0.54021E-12*,
233,3S-5d,12821.43217262,97492.48317,105291.92388,2,4,0.70300E-12*,
234,3S-6d,10940.97803091,97492.48317,106632.43389,2,4,0.58055E-12*,
235,3S-7d,10052.03367093,97492.48317,107440.71885,2,4,0.43813E-12*,
236,3S-8d,9548.50512171,97492.48317,107965.32669,2,4,0.32651E-12*,
237,3S-9d,9231.46842085,97492.48317,108324.99599,2,4,0.24560E-12*,
238,3S-10d,9017.30974342,97492.48317,108582.26525,2,4,0.18767E-12*,
239,3S-11d,8865.14433498,97492.48317,108772.61536,2,4,0.14584E-12*,
240,3S-12d,8752.80492082,97492.48317,108917.39220,2,4,0.11519E-12*,
241,3S-13d,8667.32927374,97492.48317,109030.06261,2,4,0.92359E-13*,
242,3S-14d,8600.68569205,97492.48317,109119.46311,2,4,0.75068E-13*,
243,3S-15d,8547.66336301,97492.48317,109191.58686,2,4,0.61770E-13*,
244,3S-16d,8504.75250990,97492.48317,109250.61486,2,4,0.51395E-13*,
245,3S-17d,8469.51419682,97492.48317,109299.53582,2,4,0.43191E-13*,
246,3S-18d,8440.20826020,97492.48317,109340.53205,2,4,0.36631E-13*,
247,3S-19d,8415.56463221,97492.48317,109375.22715,2,4,0.31323E-13*,
248,3S-20d,8394.63790499,97492.48317,109404.84927,2,4,0.27010E-13*,
249,3S-21d,8376.71206694,97492.48317,109430.34127,2,4,0.23361E-13*,
250,3S-22d,8361.23647735,97492.48317,109452.43673,2,4,0.20419E-13*,
251,3S-23d,8347.78185063,97492.48317,109471.71332,2,4,0.18228E-13*,
252,3S-24d,8336.00938213,97492.48317,109488.63090,2,4,0.15860E-13*,
253,3S-25d,8325.64869929,97492.48317,109503.55926,2,4,0.11286E-13*,
254,3p-4p,18755.96456799,97492.48317,102824.12045,2,2,0.64069E-11,
255,3p-5p,12821.47057842,97492.48317,105291.90051,2,2,0.76784E-11,
256,3p-6p,10940.99421511,97492.48317,106632.42037,2,2,0.62821E-11,
257,3p-7p,10052.04227385,97492.48317,107440.71033,2,2,0.47506E-11,
258,3p-8p,9548.51032205,97492.48317,107965.32099,2,2,0.35536E-11,
259,3p-9p,9231.47183471,97492.48317,108324.99198,2,2,0.26826E-11,
260,3p-10p,9017.31211799,97492.48317,108582.26233,2,2,0.20560E-11,
261,3p-11p,8865.14605932,97492.48317,108772.61317,2,2,0.16017E-11,
262,3p-12p,8752.80621556,97492.48317,108917.39051,2,2,0.12676E-11,
263,3p-13p,8667.33027229,97492.48317,109030.06128,2,2,0.10180E-11,
264,3p-14p,8600.68647930,97492.48317,109119.46204,2,2,0.82851E-12,
265,3p-15p,8547.66399521,97492.48317,109191.58600,2,2,0.68250E-12,
266,3p-16p,8504.75302560,97492.48317,109250.61415,2,2,0.56840E-12,
267,3p-17p,8469.51462321,97492.48317,109299.53522,2,2,0.47807E-12,
268,3p-18p,8440.20861691,97492.48317,109340.53155,2,2,0.40569E-12,
269,3p-19p,8415.56493374,97492.48317,109375.22673,2,2,0.34702E-12,
270,3p-20p,8394.63816223,97492.48317,109404.84890,2,2,0.29929E-12,
271,3p-21p,8376.71228821,97492.48317,109430.34095,2,2,0.25968E-12,
272,3p-22p,8361.23666909,97492.48317,109452.43646,2,2,0.22685E-12,
273,3p-23p,8347.78201789,97492.48317,109471.71308,2,2,0.19861E-12,
274,3p-24p,8336.00952893,97492.48317,109488.63069,2,2,0.17293E-12,
275,3p-25p,8325.64882885,97492.48317,109503.55907,2,2,0.15476E-12,
276,3p-3P,924549772.08800,97492.48317,97492.59133,2,4,0.11389E-13*,
277,3p-4P,18755.80404838,97492.48317,102824.16609,2,4,0.19190E-09*,
278,3p-5P,12821.43217262,97492.48317,105291.92388,2,4,0.13513E-09*,
279,3p-6P,10940.97803091,97492.48317,106632.43389,2,4,0.88946E-10*,
280,3p-7P,10052.03367093,97492.48317,107440.71885,2,4,0.59935E-10*,
281,3p-8P,9548.50512171,97492.48317,107965.32669,2,4,0.41817E-10*,
282,3p-9P,9231.46842085,97492.48317,108324.99599,2,4,0.30160E-10*,
283,3p-10P,9017.30974342,97492.48317,108582.26525,2,4,0.22394E-10*,
284,3p-11P,8865.14433498,97492.48317,108772.61536,2,4,0.17050E-10*,
285,3p-12P,8752.80492082,97492.48317,108917.39220,2,4,0.13264E-10*,
286,3p-13P,8667.32927374,97492.48317,109030.06261,2,4,0.10512E-10*,
287,3p-14P,8600.68569205,97492.48317,109119.46311,2,4,0.84673E-11*,
288,3p-15P,8547.66336301,97492.48317,109191.58686,2,4,0.69173E-11*,
289,3p-16P,8504.75250990,97492.48317,109250.61486,2,4,0.57219E-11*,
290,3p-17P,8469.51419682,97492.48317,109299.53582,2,4,0.47858E-11*,
291,3p-18P,8440.20826020,97492.48317,109340.53205,2,4,0.40425E-11*,
292,3p-19P,8415.56463221,97492.48317,109375.22715,2,4,0.34451E-11*,
293,3p-20P,8394.63790499,97492.48317,109404.84927,2,4,0.29591E-11*,
294,3p-21P,8376.71206694,97492.48317,109430.34127,2,4,0.25610E-11*,
295,3p-22P,8361.23647735,97492.48317,109452.43673,2,4,0.22311E-11*,
296,3p-23P,8347.78185063,97492.48317,109471.71332,2,4,0.19545E-11*,
297,3p-24P,8336.00938213,97492.48317,109488.63090,2,4,0.17214E-11*,
298,3p-25P,8325.64869929,97492.48317,109503.55926,2,4,0.15369E-11*,
299,3P-4p,18756.34507032,97492.59133,102824.12045,4,2,0.53686E-09*,
300,3P-5p,12821.64838647,97492.59133,105291.90051,4,2,0.41446E-09*,
301,3P-6p,10941.12369086,97492.59133,106632.42037,4,2,0.28500E-09*,
302,3P-7p,10052.15156451,97492.59133,107440.71033,4,2,0.19686E-09*,
303,3P-8p,9548.60893761,97492.59133,107965.32099,4,2,0.13950E-09*,
304,3P-9p,9231.56401030,97492.59133,108324.99198,4,2,0.10166E-09*,
305,3P-10p,9017.40006643,97492.59133,108582.26233,4,2,0.76040E-10*,
306,3P-11p,8865.23106455,97492.59133,108772.61317,4,2,0.58205E-10*,
307,3P-12p,8752.88908005,97492.59133,108917.39051,4,2,0.45463E-10*,
308,3P-13p,8667.41152624,97492.59133,109030.06128,4,2,0.36145E-10*,
309,3P-14p,8600.76648851,97492.59133,109119.46204,4,2,0.29185E-10*,
310,3P-15p,8547.74302095,97492.59133,109191.58600,4,2,0.23890E-10*,
311,3P-16p,8504.83125988,97492.59133,109250.61415,4,2,0.19794E-10*,
312,3P-17p,8469.59221052,97492.59133,109299.53522,4,2,0.16578E-10*,
313,3P-18p,8440.28566822,97492.59133,109340.53155,4,2,0.14018E-10*,
314,3P-19p,8415.64153576,97492.59133,109375.22673,4,2,0.11958E-10*,
315,3P-20p,8394.71438375,97492.59133,109404.84890,4,2,0.10280E-10*,
316,3P-21p,8376.78818455,97492.59133,109430.34095,4,2,0.89010E-11*,
317,3P-22p,8361.31228526,97492.59133,109452.43646,4,2,0.77568E-11*,
318,3P-23p,8347.85739089,97492.59133,109471.71308,4,2,0.68030E-11*,
319,3P-24p,8336.08468949,97492.59133,109488.63069,4,2,0.60067E-11*,
320,3P-25p,8325.72380269,97492.59133,109503.55907,4,2,0.53159E-11*,
321,3P-4P,18756.18454419,97492.59133,102824.16609,4,4,0.46128E-10*,
322,3P-5P,12821.60997960,97492.59133,105291.92388,4,4,0.55282E-10*,
323,3P-6P,10941.10750628,97492.59133,106632.43389,4,4,0.45229E-10*,
324,3P-7P,10052.14296140,97492.59133,107440.71885,4,4,0.34202E-10*,
325,3P-8P,9548.60373716,97492.59133,107965.32669,4,4,0.25585E-10*,
326,3P-9P,9231.56059638,97492.59133,108324.99599,4,4,0.19314E-10*,
327,3P-10P,9017.39769181,97492.59133,108582.26525,4,4,0.14803E-10*,
328,3P-11P,8865.22934018,97492.59133,108772.61536,4,4,0.11532E-10*,
329,3P-12P,8752.88778529,97492.59133,108917.39220,4,4,0.91264E-11*,
330,3P-13P,8667.41052767,97492.59133,109030.06261,4,4,0.73293E-11*,
331,3P-14P,8600.76570124,97492.59133,109119.46311,4,4,0.59651E-11*,
332,3P-15P,8547.74238875,97492.59133,109191.58686,4,4,0.49138E-11*,
333,3P-16P,8504.83074418,97492.59133,109250.61486,4,4,0.40923E-11*,
334,3P-17P,8469.59178413,97492.59133,109299.53582,4,4,0.34419E-11*,
335,3P-18P,8440.28531150,97492.59133,109340.53205,4,4,0.29209E-11*,
336,3P-19P,8415.64123422,97492.59133,109375.22715,4,4,0.24988E-11*,
337,3P-20P,8394.71412651,97492.59133,109404.84927,4,4,0.21542E-11*,
338,3P-21P,8376.78796328,97492.59133,109430.34127,4,4,0.18685E-11*,
339,3P-22P,8361.31209352,97492.59133,109452.43673,4,4,0.16305E-11*,
340,3P-23P,8347.85722363,97492.59133,109471.71332,4,4,0.14326E-11*,
341,3P-24P,8336.08454269,97492.59133,109488.63090,4,4,0.12657E-11*,
342,3P-25P,8325.72367314,97492.59133,109503.55926,4,4,0.11039E-11*,
343,3P-4f,18756.13103732,97492.59133,102824.18129,4,6,0.14485E-11*,
