No.,transition,lambda(invacuo),Ei(cm^-1),Ek(cm^-1),gi,gk,Aki(s^-1),
617,21X-22z,4525823.2018207,109430.34155,109452.43698,38,40,0.10601E-23*,
618,21X-23z,2417094.8452499,109430.34155,109471.71353,38,40,0.22878E-21*,
619,21y-22y,4525823.4974804,109430.34155,109452.43698,38,38,0.38203E-19*,
620,21y-21Y,60254972763771.,109430.34155,109430.34155,38,40,0.60134E-28*,
621,21y-22Y,4525823.2018207,109430.34155,109452.43698,38,40,0.15523E-21*,
622,21Y-22y,4525823.8374204,109430.34155,109452.43698,40,38,0.36885E-21*,
623,21Y-22Y,4525823.5417607,109430.34155,109452.43698,40,40,0.41787E-19*,
624,21Y-22a,4525823.2742590,109430.34155,109452.43698,40,42,0.74319E-24*,
625,21Y-23a,2417094.8754370,109430.34155,109471.71353,40,42,0.24346E-21*,
626,21Y-24a,1715573.8428603,109430.34155,109488.63109,40,42,0.31284E-21*,
627,21z-22z,4525823.5417607,109430.34155,109452.43698,40,40,0.22149E-19*,
628,21z-23z,2417094.9422104,109430.34155,109471.71353,40,40,0.21173E-19*,
629,21z-21Z,66597603886747.,109430.34155,109430.34156,40,42,0.44594E-28*,
630,21z-22Z,4525823.2742590,109430.34155,109452.43698,40,42,0.66811E-22*,
631,21z-23Z,2417094.8754370,109430.34155,109471.71353,40,42,0.30883E-22*,
632,21Z-22z,4525823.8493255,109430.34156,109452.43698,42,40,0.16951E-21*,
633,21Z-23z,2417095.0299365,109430.34156,109471.71353,42,40,0.10475E-21*,
634,21Z-22Z,4525823.5818238,109430.34156,109452.43698,42,42,0.24122E-19*,
635,21Z-23Z,2417094.9631631,109430.34156,109471.71353,42,42,0.23059E-19*,
636,21Z-23b,2417094.9024601,109430.34156,109471.71353,42,44,0.25130E-21*,
637,21Z-24b,1715573.8601392,109430.34156,109488.63109,42,44,0.17539E-21*,
638,21Z-25b,1365786.7675141,109430.34156,109503.55943,42,44,0.10661E-21*,
639,22y-22Y,69279230175122.,109452.43698,109452.43698,38,40,0.39563E-28*,
640,22Y-22a,76571782977515.,109452.43698,109452.43698,40,42,0.24584E-46*,
641,22Y-23a,5187649.3475063,109452.43698,109471.71353,40,42,0.57906E-24*,
642,22Y-24a,2762880.6396401,109452.43698,109488.63109,40,42,0.12947E-21*,
643,22z-23z,5187649.6550856,109452.43698,109471.71353,40,40,0.22473E-19*,
644,22z-22Z,76571782977515.,109452.43698,109452.43698,40,42,0.29339E-28*,
645,22z-23Z,5187649.3475063,109452.43698,109471.71353,40,42,0.81081E-22*,
646,22Z-23z,5187650.0065429,109452.43698,109471.71353,42,40,0.19334E-21*,
647,22Z-23Z,5187649.6989636,109452.43698,109471.71353,42,42,0.24474E-19*,
648,22Z-23b,5187649.4193461,109452.43698,109471.71353,42,44,0.39868E-24*,
649,22Z-24b,2762880.6695243,109452.43698,109488.63109,42,44,0.13709E-21*,
650,22Z-25b,1956087.9582690,109452.43698,109503.55943,42,44,0.17191E-21*,
651,22a-23a,5187649.6989636,109452.43698,109471.71353,42,42,0.12939E-19*,
652,22a-24a,2762880.7393310,109452.43698,109488.63109,42,42,0.12043E-19*,
653,22a-22A,84228962809136.,109452.43698,109452.43698,42,44,0.22069E-28*,
654,22a-23A,5187649.4193461,109452.43698,109471.71353,42,44,0.35153E-22*,
655,22a-24A,2762880.6695243,109452.43698,109488.63109,42,44,0.15779E-22*,
656,22A-23a,5187650.0184702,109452.43698,109471.71353,44,42,0.89258E-22*,
657,22A-24a,2762880.8299591,109452.43698,109488.63109,44,42,0.53668E-22*,
658,22A-23A,5187649.7388527,109452.43698,109471.71353,44,44,0.14035E-19*,
659,22A-24A,2762880.7601524,109452.43698,109488.63109,44,44,0.13064E-19*,
660,22A-24c,2762880.6964158,109452.43698,109488.63109,44,46,0.14114E-21*,
661,22A-25c,1956087.9754308,109452.43698,109503.55943,44,46,0.95787E-22*,
662,22A-26c,1553720.6821108,109452.43698,109516.79862,44,46,0.56771E-22*,
663,23z-23Z,87495197783061.,109471.71353,109471.71353,40,42,0.19665E-28*,
664,23Z-23b,96244721767070.,109471.71353,109471.71353,42,44,0.94637E-47*,
665,23Z-24b,5911019.5237210,109471.71353,109488.63109,42,44,0.32420E-24*,
666,23Z-25b,3140122.3068323,109471.71353,109503.55943,42,44,0.75023E-22*,
667,23a-24a,5911019.8432408,109471.71353,109488.63109,42,42,0.13519E-19*,
668,23a-23A,96244721767070.,109471.71353,109471.71353,42,44,0.14792E-28*,
669,23a-24A,5911019.5237210,109471.71353,109488.63109,42,44,0.43592E-22*,
670,23A-24a,5911020.2062753,109471.71353,109488.63109,44,42,0.10428E-21*,
671,23A-24A,5911019.8867555,109471.71353,109488.63109,44,44,0.14665E-19*,
672,23A-24c,5911019.5950201,109471.71353,109488.63109,44,46,0.21961E-24*,
673,23A-25c,3140122.3364431,109471.71353,109503.55943,44,46,0.79082E-22*,
674,23A-26c,2218028.6309795,109471.71353,109516.79862,44,46,0.96797E-22*,
675,23b-24b,5911019.8867555,109471.71353,109488.63109,44,44,0.77346E-20*,
676,23b-25b,3140122.4092833,109471.71353,109503.55943,44,44,0.70126E-20*,
677,23b-23B,105410883676776.,109471.71353,109471.71354,44,46,0.11271E-28*,
678,23b-24B,5911019.5950201,109471.71353,109488.63109,44,46,0.19025E-22*,
679,23b-25B,3140122.3364431,109471.71353,109503.55943,44,46,0.82986E-23*,
680,23B-24b,5911020.2182218,109471.71354,109488.63109,46,44,0.48341E-22*,
681,23B-25b,3140122.5028255,109471.71354,109503.55943,46,44,0.28291E-22*,
682,23B-24B,5911019.9264864,109471.71354,109488.63109,46,46,0.83599E-20*,
683,23B-25B,3140122.4299853,109471.71354,109503.55943,46,46,0.75795E-20*,
684,23B-25e,3140122.3632151,109471.71354,109503.55943,46,48,0.81237E-22*,
685,23B-26e,2218028.6480349,109471.71354,109516.79862,46,48,0.53642E-22*,
686,24a-24A,109352099651987.,109488.63109,109488.63109,42,44,0.10085E-28*,
687,24A-24c,119766585926412.,109488.63109,109488.63109,44,46,0.37974E-47*,
688,24A-25c,6698669.0198875,109488.63109,109503.55943,44,46,0.18569E-24*,
689,24A-26c,3550187.4873404,109488.63109,109516.79862,44,46,0.44429E-22*,
690,24b-25b,6698669.3513657,109488.63109,109503.55943,44,44,0.83024E-20*,
691,24b-24B,119766585926412.,109488.63109,109488.63109,44,46,0.76845E-29*,
692,24b-25B,6698669.0198875,109488.63109,109503.55943,44,46,0.24063E-22*,
693,24B-25b,6698669.7260293,109488.63109,109503.55943,46,44,0.57738E-22*,
694,24B-25B,6698669.3945510,109488.63109,109503.55943,46,46,0.89736E-20*,
695,24B-25e,6698669.0906959,109488.63109,109503.55943,46,48,0.12395E-24*,
696,24B-26e,3550187.5167032,109488.63109,109516.79862,46,48,0.46648E-22*,
697,24c-25c,6698669.3945510,109488.63109,109503.55943,46,46,0.47224E-20*,
698,24c-26c,3550187.5925770,109488.63109,109516.79862,46,46,0.41727E-20*,
699,24c-24C,130654460080813.,109488.63109,109488.63109,46,48,0.59247E-29*,
700,24c-25C,6698669.0906959,109488.63109,109503.55943,46,48,0.10566E-22*,
701,24c-26C,3550187.5167032,109488.63109,109516.79862,46,48,0.44815E-23*,
702,24C-25c,6698669.7379925,109488.63109,109503.55943,48,46,0.26865E-22*,
703,24C-26c,3550187.6890439,109488.63109,109516.79862,48,46,0.15313E-22*,
704,24C-25C,6698669.4341374,109488.63109,109503.55943,48,48,0.50874E-20*,
705,24C-26C,3550187.6131701,109488.63109,109516.79862,48,48,0.44951E-20*,
706,24C-26j,3550187.5433661,109488.63109,109516.79862,48,50,0.47824E-22*,
707,25b-25B,135369859605994.,109503.55943,109503.55943,44,46,0.53217E-29*,
708,25B-25e,147676209614840.,109503.55943,109503.55943,46,48,0.15838E-47*,
709,25B-26e,7553333.1255228,109503.55943,109516.79862,46,48,0.10862E-24*,
710,25c-26c,7553333.4689754,109503.55943,109516.79862,46,46,0.51965E-20*,
711,25c-25C,147676209614840.,109503.55943,109503.55943,46,48,0.41031E-29*,
712,25c-26C,7553333.1255228,109503.55943,109516.79862,46,48,0.13609E-22*,
713,25C-26c,7553333.8553128,109503.55943,109516.79862,48,46,0.32745E-22*,
714,25C-26C,7553333.5118603,109503.55943,109516.79862,48,48,0.55980E-20*,
715,25C-26j,7553333.1958839,109503.55943,109516.79862,48,50,0.71549E-25*,
716,25e-26e,7553333.5118603,109503.55943,109516.79862,48,48,0.29401E-20*,
717,25e-25E,160517625274351.,109503.55943,109503.55943,48,50,0.31978E-29*,
718,25e-26E,7553333.1958839,109503.55943,109516.79862,48,50,0.60088E-23*,
719,25E-26e,7553333.8672907,109503.55943,109516.79862,50,48,0.15287E-22*,
720,25E-26E,7553333.5513143,109503.55943,109516.79862,50,50,0.31577E-20*,
721,26c-26C,166115653137759.,109516.79862,109516.79862,46,48,0.28828E-29*,
722,26C-26j,180560495952628.,109516.79862,109516.79862,48,50,0.68393E-48*,
723,26e-26E,180560495952628.,109516.79862,109516.79862,48,50,0.22468E-29*,
724,26j-26J,195607197648878.,109516.79862,109516.79862,50,52,0.17686E-29*,
