No.,transition,lambda(invacuo),Ei(cm^-1),Ek(cm^-1),gi,gk,Aki(s^-1),
1283,5f-12p,27582.71550406,105291.93166,108917.39051,6,2,0.42448E-02*,
1284,5f-13p,26751.34634986,105291.93166,109030.06128,6,2,0.33491E-02*,
1285,5f-14p,26126.50718695,105291.93166,109119.46204,6,2,0.26871E-02*,
1286,5f-15p,25643.29847831,105291.93166,109191.58600,6,2,0.21880E-02*,
1287,5f-16p,25260.92972273,105291.93166,109250.61415,6,2,0.18048E-02*,
1288,5f-17p,24952.56793196,105291.93166,109299.53522,6,2,0.15058E-02*,
1289,5f-18p,24699.89697596,105291.93166,109340.53155,6,2,0.12693E-02*,
1290,5f-19p,24490.02544129,105291.93166,109375.22673,6,2,0.10798E-02*,
1291,5f-20p,24313.64263778,105291.93166,109404.84890,6,2,0.92611E-03*,
1292,5f-21p,24163.87383838,105291.93166,109430.34095,6,2,0.80025E-03*,
1293,5f-22p,24035.54494493,105291.93166,109452.43646,6,2,0.69618E-03*,
1294,5f-23p,23924.69608524,105291.93166,109471.71308,6,2,0.60938E-03*,
1295,5f-24p,23828.25155647,105291.93166,109488.63069,6,2,0.53643E-03*,
1296,5f-25p,23743.79078497,105291.93166,109503.55907,6,2,0.47465E-03*,
1297,5f-6P,74598.90647585,105291.93166,106632.43389,6,4,0.36069E-02*,
1298,5f-7P,46537.87994307,105291.93166,107440.71885,6,4,0.27264E-02*,
1299,5f-8P,37405.62055897,105291.93166,107965.32669,6,4,0.19405E-02*,
1300,5f-9P,32969.95688161,105291.93166,108324.99599,6,4,0.13998E-02*,
1301,5f-10P,30392.05520784,105291.93166,108582.26525,6,4,0.10346E-02*,
1302,5f-11P,28729.98774553,105291.93166,108772.61536,6,4,0.78347E-03*,
1303,5f-12P,27582.70264644,105291.93166,108917.39220,6,4,0.60638E-03*,
1304,5f-13P,26751.33683743,105291.93166,109030.06261,6,4,0.47842E-03*,
1305,5f-14P,26126.49992240,105291.93166,109119.46311,6,4,0.38386E-03*,
1306,5f-15P,25643.29278841,105291.93166,109191.58686,6,4,0.31256E-03*,
1307,5f-16P,25260.92517318,105291.93166,109250.61486,6,4,0.25781E-03*,
1308,5f-17P,24952.56423100,105291.93166,109299.53582,6,4,0.21511E-03*,
1309,5f-18P,24699.89392102,105291.93166,109340.53205,6,4,0.18133E-03*,
1310,5f-19P,24490.02288772,105291.93166,109375.22715,6,4,0.15425E-03*,
1311,5f-20P,24313.64047984,105291.93166,109404.84927,6,4,0.13230E-03*,
1312,5f-21P,24163.87199717,105291.93166,109430.34127,6,4,0.11432E-03*,
1313,5f-22P,24035.54336051,105291.93166,109452.43673,6,4,0.99450E-04*,
1314,5f-23P,23924.69471139,105291.93166,109471.71332,6,4,0.87052E-04*,
1315,5f-24P,23828.25035703,105291.93166,109488.63090,6,4,0.76629E-04*,
1316,5f-25P,23743.78973128,105291.93166,109503.55926,6,4,0.67808E-04*,
1317,5f-6f,74598.65568511,105291.93166,106632.43839,6,6,0.45274E-01*,
1318,5f-7f,46537.81847916,105291.93166,107440.72169,6,6,0.27953E-01*,
1319,5f-8f,37405.59395754,105291.93166,107965.32859,6,6,0.18032E-01*,
1320,5f-9f,32969.94236683,105291.93166,108324.99732,6,6,0.12281E-01*,
1321,5f-10f,30392.04621657,105291.93166,108582.26622,6,6,0.87447E-02*,
1322,5f-11f,28729.98170890,105291.93166,108772.61609,6,6,0.64532E-02*,
1323,5f-12f,27582.69836064,105291.93166,108917.39277,6,6,0.49021E-02*,
1324,5f-13f,26751.33366668,105291.93166,109030.06305,6,6,0.38137E-02*,
1325,5f-14f,26126.49750092,105291.93166,109119.46346,6,6,0.30269E-02*,
1326,5f-15f,25643.29089182,105291.93166,109191.58715,6,6,0.24436E-02*,
1327,5f-16f,25260.92365669,105291.93166,109250.61510,6,6,0.20018E-02*,
1328,5f-17f,24952.56299737,105291.93166,109299.53601,6,6,0.16609E-02*,
1329,5f-18f,24699.89290272,105291.93166,109340.53221,6,6,0.13935E-02*,
1330,5f-19f,24490.02203654,105291.93166,109375.22730,6,6,0.11808E-02*,
1331,5f-20f,24313.63976053,105291.93166,109404.84939,6,6,0.10094E-02*,
1332,5f-21f,24163.87138344,105291.93166,109430.34138,6,6,0.86973E-03*,
1333,5f-22f,24035.54283238,105291.93166,109452.43682,6,6,0.75477E-03*,
1334,5f-23f,23924.69425345,105291.93166,109471.71340,6,6,0.65928E-03*,
1335,5f-24f,23828.24995722,105291.93166,109488.63097,6,6,0.57927E-03*,
1336,5f-25f,23743.78938006,105291.93166,109503.55932,6,6,0.51174E-03*,
1337,5f-5F,25682695924.140,105291.93166,105291.93556,6,8,0.36322E-29*,
1338,5f-6F,74598.53029104,105291.93166,106632.44065,6,8,0.56592E-02*,
1339,5f-7F,46537.78774742,105291.93166,107440.72310,6,8,0.34941E-02*,
1340,5f-8F,37405.58065690,105291.93166,107965.32954,6,8,0.22540E-02*,
1341,5f-9F,32969.93510948,105291.93166,108324.99799,6,8,0.15351E-02*,
1342,5f-10F,30392.04172095,105291.93166,108582.26671,6,8,0.10931E-02*,
1343,5f-11F,28729.97869061,105291.93166,108772.61646,6,8,0.80666E-03*,
1344,5f-12F,27582.69621776,105291.93166,108917.39305,6,8,0.61277E-03*,
1345,5f-13F,26751.33208131,105291.93166,109030.06327,6,8,0.47672E-03*,
1346,5f-14F,26126.49629019,105291.93166,109119.46364,6,8,0.37837E-03*,
1347,5f-15F,25643.28994352,105291.93166,109191.58729,6,8,0.30546E-03*,
1348,5f-16F,25260.92289844,105291.93166,109250.61522,6,8,0.25023E-03*,
1349,5f-17F,24952.56238056,105291.93166,109299.53611,6,8,0.20761E-03*,
1350,5f-18F,24699.89239358,105291.93166,109340.53230,6,8,0.17419E-03*,
1351,5f-19F,24490.02161096,105291.93166,109375.22737,6,8,0.14760E-03*,
1352,5f-20F,24313.63940089,105291.93166,109404.84945,6,8,0.12617E-03*,
1353,5f-21F,24163.87107658,105291.93166,109430.34143,6,8,0.10872E-03*,
1354,5f-22F,24035.54256832,105291.93166,109452.43687,6,8,0.94348E-04*,
1355,5f-23F,23924.69402448,105291.93166,109471.71344,6,8,0.82411E-04*,
1356,5f-24F,23828.24975731,105291.93166,109488.63100,6,8,0.72410E-04*,
1357,5f-25F,23743.78920445,105291.93166,109503.55935,6,8,0.63968E-04*,
1358,5F-6P,74599.12315921,105291.93556,106632.43389,8,4,0.21642E-01*,
1359,5F-7P,46537.96427138,105291.93556,107440.71885,8,4,0.16358E-01*,
1360,5F-8P,37405.67503855,105291.93556,107965.32669,8,4,0.11643E-01*,
1361,5F-9P,32969.99920659,105291.93556,108324.99599,8,4,0.83990E-02*,
1362,5F-10P,30392.09117284,105291.93556,108582.26525,8,4,0.62079E-02*,
1363,5F-11P,28730.01988441,105291.93556,108772.61536,8,4,0.47008E-02*,
1364,5F-12P,27582.73226974,105291.93556,108917.39220,8,4,0.36383E-02*,
1365,5F-13P,26751.36470190,105291.93556,109030.06261,8,4,0.28705E-02*,
1366,5F-14P,26126.52650040,105291.93556,109119.46311,8,4,0.23032E-02*,
1367,5F-15P,25643.31839239,105291.93556,109191.58686,8,4,0.18753E-02*,
1368,5F-16P,25260.95001928,105291.93556,109250.61486,8,4,0.15469E-02*,
1369,5F-17P,24952.58847422,105291.93556,109299.53582,8,4,0.12907E-02*,
1370,5F-18P,24699.91767574,105291.93556,109340.53205,8,4,0.10880E-02*,
1371,5F-19P,24490.04624048,105291.93556,109375.22715,8,4,0.92549E-03*,
1372,5F-20P,24313.66349742,105291.93556,109404.84927,8,4,0.79379E-03*,
1373,5F-21P,24163.89473206,105291.93556,109430.34127,8,4,0.68591E-03*,
1374,5F-22P,24035.56585457,105291.93556,109452.43673,8,4,0.59670E-03*,
1375,5F-23P,23924.71699844,105291.93556,109471.71332,8,4,0.52231E-03*,
1376,5F-24P,23828.27246475,105291.93556,109488.63090,8,4,0.45978E-03*,
1377,5F-25P,23743.81168256,105291.93556,109503.55926,8,4,0.40685E-03*,
1378,5F-6f,74598.87236702,105291.93556,106632.43839,8,6,0.75456E-02*,
1379,5F-7f,46537.90280724,105291.93556,107440.72169,8,6,0.46588E-02*,
1380,5F-8f,37405.64843704,105291.93556,107965.32859,8,6,0.30053E-02*,
1381,5F-9f,32969.98469177,105291.93556,108324.99732,8,6,0.20467E-02*,
1382,5F-10f,30392.08218154,105291.93556,108582.26622,8,6,0.14574E-02*,
1383,5F-11f,28730.01384777,105291.93556,108772.61609,8,6,0.10755E-02*,
1384,5F-12f,27582.72798394,105291.93556,108917.39277,8,6,0.81700E-03*,
1385,5F-13f,26751.36153115,105291.93556,109030.06305,8,6,0.63561E-03*,
1386,5F-14f,26126.52407892,105291.93556,109119.46346,8,6,0.50448E-03*,
1387,5F-15f,25643.31649579,105291.93556,109191.58715,8,6,0.40726E-03*,
1388,5F-16f,25260.94850279,105291.93556,109250.61510,8,6,0.33363E-03*,
1389,5F-17f,24952.58724058,105291.93556,109299.53601,8,6,0.27681E-03*,
1390,5F-18f,24699.91665744,105291.93556,109340.53221,8,6,0.23224E-03*,
1391,5F-19f,24490.04538930,105291.93556,109375.22730,8,6,0.19679E-03*,
1392,5F-20f,24313.66277812,105291.93556,109404.84939,8,6,0.16823E-03*,
1393,5F-21f,24163.89411833,105291.93556,109430.34138,8,6,0.14495E-03*,
1394,5F-22f,24035.56532643,105291.93556,109452.43682,8,6,0.12579E-03*,
1395,5F-23f,23924.71654050,105291.93556,109471.71340,8,6,0.10988E-03*,
1396,5F-24f,23828.27206494,105291.93556,109488.63097,8,6,0.96545E-04*,
1397,5F-25f,23743.81133134,105291.93556,109503.55932,8,6,0.85289E-04*,
1398,5F-6F,74598.74697222,105291.93556,106632.44065,8,8,0.47160E-01*,
1399,5F-7F,46537.87207539,105291.93556,107440.72310,8,8,0.29117E-01*,
1400,5F-8F,37405.63513636,105291.93556,107965.32954,8,8,0.18783E-01*,
1401,5F-9F,32969.97743439,105291.93556,108324.99799,8,8,0.12792E-01*,
1402,5F-10F,30392.07768592,105291.93556,108582.26671,8,8,0.91090E-02*,
1403,5F-11F,28730.01082947,105291.93556,108772.61646,8,8,0.67221E-02*,
1404,5F-12F,27582.72584105,105291.93556,108917.39305,8,8,0.51063E-02*,
1405,5F-13F,26751.35994577,105291.93556,109030.06327,8,8,0.39726E-02*,
1406,5F-14F,26126.52286819,105291.93556,109119.46364,8,8,0.31530E-02*,
1407,5F-15F,25643.31554749,105291.93556,109191.58729,8,8,0.25454E-02*,
1408,5F-16F,25260.94774455,105291.93556,109250.61522,8,8,0.20852E-02*,
1409,5F-17F,24952.58662377,105291.93556,109299.53611,8,8,0.17301E-02*,
1410,5F-18F,24699.91614830,105291.93556,109340.53230,8,8,0.14515E-02*,
1411,5F-19F,24490.04496371,105291.93556,109375.22737,8,8,0.12299E-02*,
1412,5F-20F,24313.66241847,105291.93556,109404.84945,8,8,0.10514E-02*,
1413,5F-21F,24163.89381146,105291.93556,109430.34143,8,8,0.90596E-03*,
1414,5F-22F,24035.56506237,105291.93556,109452.43687,8,8,0.78622E-03*,
1415,5F-23F,23924.71631153,105291.93556,109471.71344,8,8,0.68675E-03*,
1416,5F-24F,23828.27186504,105291.93556,109488.63100,8,8,0.60341E-03*,
1417,5F-25F,23743.81115573,105291.93556,109503.55935,8,8,0.53306E-03*,
1418,6S-6d,7396422794.1685,106632.42037,106632.43389,2,4,0.91995E-25*,
1419,6S-7d,123716.67445022,106632.42037,107440.71885,2,4,0.32883E-01*,
1420,6S-8d,75024.02697025,106632.42037,107965.32669,2,4,0.20780E-01*,
1421,6S-9d,59081.55520582,106632.42037,108324.99599,2,4,0.13518E-01*,
1422,6S-10d,51286.13095864,106632.42037,108582.26525,2,4,0.92341E-02*,
1423,6S-11d,46724.71444742,106632.42037,108772.61536,2,4,0.65836E-02*,
1424,6S-12d,43764.21557984,106632.42037,108917.39220,2,4,0.48624E-02*,
1425,6S-13d,41707.64025903,106632.42037,109030.06261,2,4,0.36969E-02*,
1426,6S-14d,40208.39623289,106632.42037,109119.46311,2,4,0.28793E-02*,
1427,6S-15d,39075.22243544,106632.42037,109191.58686,2,4,0.22883E-02*,
1428,6S-16d,38194.25954851,106632.42037,109250.61486,2,4,0.18501E-02*,
1429,6S-17d,37493.69007498,106632.42037,109299.53582,2,4,0.15182E-02*,
1430,6S-18d,36926.09900009,106632.42037,109340.53205,2,4,0.12618E-02*,
1431,6S-19d,36459.00269049,106632.42037,109375.22715,2,4,0.10607E-02*,
1432,6S-20d,36069.45516280,106632.42037,109404.84927,2,4,0.90045E-03*,
1433,6S-21d,35740.82451551,106632.42037,109430.34127,2,4,0.77121E-03*,
1434,6S-22d,35460.78710840,106632.42037,109452.43673,2,4,0.66577E-03*,
1435,6S-23d,35220.03604009,106632.42037,109471.71332,2,4,0.57886E-03*,
1436,6S-24d,35011.42473932,106632.42037,109488.63090,2,4,0.50655E-03*,
1437,6S-25d,34829.38437964,106632.42037,109503.55926,2,4,0.44589E-03*,
1438,6S-6D,5547345815.8122,106632.42037,106632.43839,2,6,0.38766E-24*,
1439,6S-7D,123716.24007753,106632.42037,107440.72169,2,6,0.32883E-01*,
1440,6S-8D,75023.91995843,106632.42037,107965.32859,2,6,0.20780E-01*,
1441,6S-9D,59081.50859600,106632.42037,108324.99732,2,6,0.13518E-01*,
1442,6S-10D,51286.10535504,106632.42037,108582.26622,2,6,0.92344E-02*,
1443,6S-11D,46724.69848067,106632.42037,108772.61609,2,6,0.65838E-02*,
1444,6S-12D,43764.20479048,106632.42037,108917.39277,2,6,0.48625E-02*,
1445,6S-13D,41707.63255173,106632.42037,109030.06305,2,6,0.36970E-02*,
1446,6S-14D,40208.39049766,106632.42037,109119.46346,2,6,0.28794E-02*,
1447,6S-15D,39075.21803161,106632.42037,109191.58715,2,6,0.22884E-02*,
1448,6S-16D,38194.25608164,106632.42037,109250.61510,2,6,0.18502E-02*,
1449,6S-17D,37493.68728969,106632.42037,109299.53601,2,6,0.15182E-02*,
1450,6S-18D,36926.09672420,106632.42037,109340.53221,2,6,0.12619E-02*,
1451,6S-19D,36459.00080402,106632.42037,109375.22730,2,6,0.10607E-02*,
1452,6S-20D,36069.45357976,106632.42037,109404.84939,2,6,0.90048E-03*,
1453,6S-21D,35740.82317283,106632.42037,109430.34138,2,6,0.77124E-03*,
1454,6S-22D,35460.78595885,106632.42037,109452.43682,2,6,0.66580E-03*,
1455,6S-23D,35220.03504766,106632.42037,109471.71340,2,6,0.57888E-03*,
1456,6S-24D,35011.42387617,106632.42037,109488.63097,2,6,0.50657E-03*,
1457,6S-25D,34829.38362390,106632.42037,109503.55932,2,6,0.44591E-03*,
1458,6p-6P,7396422794.1685,106632.42037,106632.43389,2,4,0.10062E-24*,
1459,6p-7P,123716.67445022,106632.42037,107440.71885,2,4,0.17700E-01*,
1460,6p-8P,75024.02697025,106632.42037,107965.32669,2,4,0.14013E-01*,
1461,6p-9P,59081.55520582,106632.42037,108324.99599,2,4,0.10582E-01*,
1462,6p-10P,51286.13095864,106632.42037,108582.26525,2,4,0.80375E-02*,
1463,6p-11P,46724.71444742,106632.42037,108772.61536,2,4,0.61993E-02*,
1464,6p-12P,43764.21557984,106632.42037,108917.39220,2,4,0.48621E-02*,
1465,6p-13P,41707.64025903,106632.42037,109030.06261,2,4,0.38746E-02*,
1466,6p-14P,40208.39623289,106632.42037,109119.46311,2,4,0.31330E-02*,
1467,6p-15P,39075.22243544,106632.42037,109191.58686,2,4,0.25667E-02*,
1468,6p-16P,38194.25954851,106632.42037,109250.61486,2,4,0.21277E-02*,
1469,6p-17P,37493.69007498,106632.42037,109299.53582,2,4,0.17826E-02*,
1470,6p-18P,36926.09900009,106632.42037,109340.53205,2,4,0.15077E-02*,
1471,6p-19P,36459.00269049,106632.42037,109375.22715,2,4,0.12862E-02*,
1472,6p-20P,36069.45516280,106632.42037,109404.84927,2,4,0.11059E-02*,
1473,6p-21P,35740.82451551,106632.42037,109430.34127,2,4,0.95758E-03*,
1474,6p-22P,35460.78710840,106632.42037,109452.43673,2,4,0.83454E-03*,
1475,6p-23P,35220.03604009,106632.42037,109471.71332,2,4,0.73164E-03*,
1476,6p-24P,35011.42473932,106632.42037,109488.63090,2,4,0.64493E-03*,
1477,6p-25P,34829.38437964,106632.42037,109503.55926,2,4,0.57137E-03*,
1478,6p-6f,5547345815.8122,106632.42037,106632.43839,2,6,0.29905E-24*,
1479,6p-7f,123716.24007753,106632.42037,107440.72169,2,6,0.44037E-01*,
1480,6p-8f,75023.91995843,106632.42037,107965.32859,2,6,0.19179E-01*,
1481,6p-9f,59081.50859600,106632.42037,108324.99732,2,6,0.91248E-02*,
1482,6p-10f,51286.10535504,106632.42037,108582.26622,2,6,0.47678E-02*,
1483,6p-11f,46724.69848067,106632.42037,108772.61609,2,6,0.26958E-02*,
1484,6p-12f,43764.20479048,106632.42037,108917.39277,2,6,0.16271E-02*,
1485,6p-13f,41707.63255173,106632.42037,109030.06305,2,6,0.10369E-02*,
1486,6p-14f,40208.39049766,106632.42037,109119.46346,2,6,0.69164E-03*,
1487,6p-15f,39075.21803161,106632.42037,109191.58715,2,6,0.47950E-03*,
1488,6p-16f,38194.25608164,106632.42037,109250.61510,2,6,0.34359E-03*,
1489,6p-17f,37493.68728969,106632.42037,109299.53601,2,6,0.25330E-03*,
1490,6p-18f,36926.09672420,106632.42037,109340.53221,2,6,0.19139E-03*,
1491,6p-19f,36459.00080402,106632.42037,109375.22730,2,6,0.14776E-03*,
1492,6p-20f,36069.45357976,106632.42037,109404.84939,2,6,0.11625E-03*,
1493,6p-21f,35740.82317283,106632.42037,109430.34138,2,6,0.92987E-04*,
1494,6p-22f,35460.78595885,106632.42037,109452.43682,2,6,0.75486E-04*,
1495,6p-23f,35220.03504766,106632.42037,109471.71340,2,6,0.62089E-04*,
1496,6p-24f,35011.42387617,106632.42037,109488.63097,2,6,0.51672E-04*,
1497,6p-25f,34829.38362390,106632.42037,109503.55932,2,6,0.43459E-04*,
1498,6P-7p,123720.04704476,106632.43389,107440.71033,4,2,0.35399E-01*,
1499,6P-8p,75025.10901819,106632.43389,107965.32099,4,2,0.28024E-01*,
1500,6P-9p,59082.16697935,106632.43389,108324.99198,4,2,0.21163E-01*,
1501,6P-10p,51286.56338801,106632.43389,108582.26233,4,2,0.16074E-01*,
1502,6P-11p,46725.05752067,106632.43389,108772.61317,4,2,0.12398E-01*,
1503,6P-12p,43764.50690086,106632.43389,108917.39051,4,2,0.97235E-02*,
1504,6P-13p,41707.89856790,106632.43389,109030.06128,4,2,0.77487E-02*,
1505,6P-14p,40208.63202095,106632.43389,109119.46204,4,2,0.62654E-02*,
1506,6P-15p,39075.44208237,106632.43389,109191.58600,4,2,0.51331E-02*,
1507,6P-16p,38194.46718110,106632.43389,109250.61415,4,2,0.42551E-02*,
1508,6P-17p,37493.88849377,106632.43389,109299.53522,4,2,0.35649E-02*,
1509,6P-18p,36926.29017970,106632.43389,109340.53155,4,2,0.30152E-02*,
1510,6P-19p,36459.18806739,106632.43389,109375.22673,4,2,0.25723E-02*,
1511,6P-20p,36069.63580948,106632.43389,109404.84890,4,2,0.22116E-02*,
1512,6P-21p,35741.00125048,106632.43389,109430.34095,4,2,0.19150E-02*,
1513,6P-22p,35460.96056819,106632.43389,109452.43646,4,2,0.16689E-02*,
1514,6P-23p,35220.20672781,106632.43389,109471.71308,4,2,0.14632E-02*,
1515,6P-24p,35011.59305837,106632.43389,109488.63069,4,2,0.12898E-02*,
1516,6P-25p,34829.55065752,106632.43389,109503.55907,4,2,0.11426E-02*,
1517,6P-7P,123718.74383862,106632.43389,107440.71885,4,4,0.17700E-01*,
1518,6P-8P,75024.78796808,106632.43389,107965.32669,4,4,0.14012E-01*,
1519,6P-9P,59082.02714451,106632.43389,108324.99599,4,4,0.10582E-01*,
1520,6P-10P,51286.48657453,106632.43389,108582.26525,4,4,0.80372E-02*,
1521,6P-11P,46725.00961886,106632.43389,108772.61536,4,4,0.61990E-02*,
1522,6P-12P,43764.47453177,106632.43389,108917.39220,4,4,0.48619E-02*,
1523,6P-13P,41707.87544530,106632.43389,109030.06261,4,4,0.38744E-02*,
1524,6P-14P,40208.61481476,106632.43389,109119.46311,4,4,0.31328E-02*,
1525,6P-15P,39075.42887051,106632.43389,109191.58686,4,4,0.25666E-02*,
1526,6P-16P,38194.45678020,106632.43389,109250.61486,4,4,0.21276E-02*,
1527,6P-17P,37493.88013766,106632.43389,109299.53582,4,4,0.17825E-02*,
1528,6P-18P,36926.28335185,106632.43389,109340.53205,4,4,0.15076E-02*,
1529,6P-19P,36459.18240783,106632.43389,109375.22715,4,4,0.12862E-02*,
1530,6P-20P,36069.63106025,106632.43389,109404.84927,4,4,0.11058E-02*,
1531,6P-21P,35740.99722234,106632.43389,109430.34127,4,4,0.95753E-03*,
1532,6P-22P,35460.95711943,106632.43389,109452.43673,4,4,0.83451E-03*,
1533,6P-23P,35220.20375046,106632.43389,109471.71332,4,4,0.73161E-03*,
1534,6P-24P,35011.59046885,106632.43389,109488.63090,4,4,0.64490E-03*,
1535,6P-25P,34829.54839024,106632.43389,109503.55926,4,4,0.57135E-03*,
1536,6P-6f,22189727912.616,106632.43389,106632.43839,4,6,0.83434E-28*,
1537,6P-7f,123718.30945140,106632.43389,107440.72169,4,6,0.12582E-01*,
1538,6P-8f,75024.68095409,106632.43389,107965.32859,4,6,0.54792E-02*,
1539,6P-9f,59081.98053394,106632.43389,108324.99732,4,6,0.26067E-02*,
1540,6P-10f,51286.46097057,106632.43389,108582.26622,4,6,0.13620E-02*,
1541,6P-11f,46724.99365191,106632.43389,108772.61609,4,6,0.77007E-03*,
1542,6P-12f,43764.46374228,106632.43389,108917.39277,4,6,0.46478E-03*,
1543,6P-13f,41707.86773791,106632.43389,109030.06305,4,6,0.29618E-03*,
1544,6P-14f,40208.60907947,106632.43389,109119.46346,4,6,0.19755E-03*,
1545,6P-15f,39075.42446664,106632.43389,109191.58715,4,6,0.13695E-03*,
1546,6P-16f,38194.45331330,106632.43389,109250.61510,4,6,0.98132E-04*,
1547,6P-17f,37493.87735234,106632.43389,109299.53601,4,6,0.72342E-04*,
1548,6P-18f,36926.28107595,106632.43389,109340.53221,4,6,0.54661E-04*,
1549,6P-19f,36459.18052134,106632.43389,109375.22730,4,6,0.42198E-04*,
1550,6P-20f,36069.62947720,106632.43389,109404.84939,4,6,0.33198E-04*,
1551,6P-21f,35740.99587964,106632.43389,109430.34138,4,6,0.26555E-04*,
1552,6P-22f,35460.95596987,106632.43389,109452.43682,4,6,0.21556E-04*,
1553,6P-23f,35220.20275803,106632.43389,109471.71340,4,6,0.17730E-04*,
1554,6P-24f,35011.58960569,106632.43389,109488.63097,4,6,0.14755E-04*,
1555,6P-25f,34829.54763449,106632.43389,109503.55932,4,6,0.12410E-04*,
1556,6P-6F,14793177926.851,106632.43389,106632.44065,4,8,0.28511E-26*,
1557,6P-7F,123718.09226002,106632.43389,107440.72310,4,8,0.56618E-01*,
1558,6P-8F,75024.62744747,106632.43389,107965.32954,4,8,0.24656E-01*,
1559,6P-9F,59081.95722879,106632.43389,108324.99799,4,8,0.11731E-01*,
1560,6P-10F,51286.44816866,106632.43389,108582.26671,4,8,0.61292E-02*,
1561,6P-11F,46724.98566847,106632.43389,108772.61646,4,8,0.34654E-02*,
1562,6P-12F,43764.45834756,106632.43389,108917.39305,4,8,0.20916E-02*,
1563,6P-13F,41707.86388424,106632.43389,109030.06327,4,8,0.13329E-02*,
1564,6P-14F,40208.60621184,106632.43389,109119.46364,4,8,0.88902E-03*,
1565,6P-15F,39075.42226471,106632.43389,109191.58729,4,8,0.61632E-03*,
1566,6P-16F,38194.45157985,106632.43389,109250.61522,4,8,0.44162E-03*,
1567,6P-17F,37493.87595968,106632.43389,109299.53611,4,8,0.32556E-03*,
1568,6P-18F,36926.27993800,106632.43389,109340.53230,4,8,0.24599E-03*,
1569,6P-19F,36459.17957810,106632.43389,109375.22737,4,8,0.18991E-03*,
1570,6P-20F,36069.62868568,106632.43389,109404.84945,4,8,0.14940E-03*,
1571,6P-21F,35740.99520830,106632.43389,109430.34143,4,8,0.11951E-03*,
1572,6P-22F,35460.95539509,106632.43389,109452.43687,4,8,0.97012E-04*,
1573,6P-23F,35220.20226182,106632.43389,109471.71344,4,8,0.79794E-04*,
1574,6P-24F,35011.58917411,106632.43389,109488.63100,4,8,0.66405E-04*,
1575,6P-25F,34829.54725662,106632.43389,109503.55935,4,8,0.55850E-04*,
1576,6d-7S,123720.04704476,106632.43389,107440.71033,4,2,0.16100E-01*,
1577,6d-8S,75025.10901819,106632.43389,107965.32099,4,2,0.13609E-01*,
1578,6d-9S,59082.16697935,106632.43389,108324.99198,4,2,0.10585E-01*,
1579,6d-10S,51286.56338801,106632.43389,108582.26233,4,2,0.81713E-02*,
1580,6d-11S,46725.05752067,106632.43389,108772.61317,4,2,0.63665E-02*,
1581,6d-12S,43764.50690086,106632.43389,108917.39051,4,2,0.50273E-02*,
1582,6d-13S,41707.89856790,106632.43389,109030.06128,4,2,0.40255E-02*,
1583,6d-14S,40208.63202095,106632.43389,109119.46204,4,2,0.32666E-02*,
1584,6d-15S,39075.44208237,106632.43389,109191.58600,4,2,0.26834E-02*,
1585,6d-16S,38194.46718110,106632.43389,109250.61415,4,2,0.22292E-02*,
1586,6d-17S,37493.88849377,106632.43389,109299.53522,4,2,0.18708E-02*,
1587,6d-18S,36926.29017970,106632.43389,109340.53155,4,2,0.15845E-02*,
1588,6d-19S,36459.18806739,106632.43389,109375.22673,4,2,0.13532E-02*,
1589,6d-20S,36069.63580948,106632.43389,109404.84890,4,2,0.11646E-02*,
1590,6d-21S,35741.00125048,106632.43389,109430.34095,4,2,0.10092E-02*,
1591,6d-22S,35460.96056819,106632.43389,109452.43646,4,2,0.88014E-03*,
1592,6d-23S,35220.20672781,106632.43389,109471.71308,4,2,0.77208E-03*,
1593,6d-24S,35011.59305837,106632.43389,109488.63069,4,2,0.68092E-03*,
1594,6d-25S,34829.55065752,106632.43389,109503.55907,4,2,0.60351E-03*,
1595,6d-7d,123718.74383862,106632.43389,107440.71885,4,4,0.16328E-01*,
1596,6d-8d,75024.78796808,106632.43389,107965.32669,4,4,0.12399E-01*,
1597,6d-9d,59082.02714451,106632.43389,108324.99599,4,4,0.91233E-02*,
1598,6d-10d,51286.48657453,106632.43389,108582.26525,4,4,0.68081E-02*,
1599,6d-11d,46725.00961886,106632.43389,108772.61536,4,4,0.51851E-02*,
1600,6d-12d,43764.47453177,106632.43389,108917.39220,4,4,0.40287E-02*,
1601,6d-13d,41707.87544530,106632.43389,109030.06261,4,4,0.31874E-02*,
1602,6d-14d,40208.61481476,106632.43389,109119.46311,4,4,0.25628E-02*,
1603,6d-15d,39075.42887051,106632.43389,109191.58686,4,4,0.20902E-02*,
1604,6d-16d,38194.45678020,106632.43389,109250.61486,4,4,0.17264E-02*,
1605,6d-17d,37493.88013766,106632.43389,109299.53582,4,4,0.14420E-02*,
1606,6d-18d,36926.28335185,106632.43389,109340.53205,4,4,0.12166E-02*,
1607,6d-19d,36459.18240783,106632.43389,109375.22715,4,4,0.10357E-02*,
1608,6d-20d,36069.63106025,106632.43389,109404.84927,4,4,0.88887E-03*,
1609,6d-21d,35740.99722234,106632.43389,109430.34127,4,4,0.76848E-03*,
1610,6d-22d,35460.95711943,106632.43389,109452.43673,4,4,0.66885E-03*,
1611,6d-23d,35220.20375046,106632.43389,109471.71332,4,4,0.58570E-03*,
1612,6d-24d,35011.59046885,106632.43389,109488.63090,4,4,0.51576E-03*,
1613,6d-25d,34829.54839024,106632.43389,109503.55926,4,4,0.45652E-03*,
1614,6d-6D,22189727912.616,106632.43389,106632.43839,4,6,0.10263E-27*,
