No.,transition,lambda(invacuo),Ei(cm^-1),Ek(cm^-1),gi,gk,Aki(s^-1),
154,2P-18p,3692.62922279,82259.55646,109340.53155,4,2,0.11202*,
155,2P-19p,3687.90441094,82259.55646,109375.22673,4,2,0.95239E-01*,
156,2P-20p,3683.88000199,82259.55646,109404.84890,4,2,0.81648E-01*,
157,2P-21p,3680.42372884,82259.55646,109430.34095,4,2,0.70525E-01*,
158,2P-22p,3677.43321007,82259.55646,109452.43646,4,2,0.61335E-01*,
159,2P-23p,3674.82818049,82259.55646,109471.71308,4,2,0.53675E-01*,
160,2P-24p,3672.54498472,82259.55646,109488.63069,4,2,0.47239E-01*,
161,2P-25p,3670.53260922,82259.55646,109503.55907,4,2,0.41791E-01*,
162,2P-3P,6564.68004063,82259.55646,97492.59133,4,4,11.954*,
163,2P-4P,4862.72298891,82259.55646,102824.16609,4,4,5.1483*,
164,2P-5P,4341.71608049,82259.55646,105291.92388,4,4,2.6350*,
165,2P-6P,4102.92138394,82259.55646,106632.43389,4,4,1.5221*,
166,2P-7P,3971.22255296,82259.55646,107440.71885,4,4,0.95700*,
167,2P-8P,3890.17715034,82259.55646,107965.32669,4,4,0.64036*,
168,2P-9P,3836.49774548,82259.55646,108324.99599,4,4,0.44935*,
169,2P-10P,3799.00111284,82259.55646,108582.26525,4,4,0.32736*,
170,2P-11P,3771.72624082,82259.55646,108772.61536,4,4,0.24582*,
171,2P-12P,3751.24225954,82259.55646,108917.39220,4,4,0.18927*,
172,2P-13P,3735.45421358,82259.55646,109030.06261,4,4,0.14882*,
173,2P-14P,3723.02112936,82259.55646,109119.46311,4,4,0.11912*,
174,2P-15P,3713.05090988,82259.55646,109191.58686,4,4,0.96832E-01*,
175,2P-16P,3704.93066646,82259.55646,109250.61486,4,4,0.79773E-01*,
176,2P-17P,3698.22767512,82259.55646,109299.53582,4,4,0.66498E-01*,
177,2P-18P,3692.62915451,82259.55646,109340.53205,4,4,0.56013E-01*,
178,2P-19P,3687.90435304,82259.55646,109375.22715,4,4,0.47621E-01*,
179,2P-20P,3683.87995245,82259.55646,109404.84927,4,4,0.40826E-01*,
180,2P-21P,3680.42368613,82259.55646,109430.34127,4,4,0.35264E-01*,
181,2P-22P,3677.43317298,82259.55646,109452.43673,4,4,0.30669E-01*,
182,2P-23P,3674.82814808,82259.55646,109471.71332,4,4,0.26838E-01*,
183,2P-24P,3672.54495623,82259.55646,109488.63090,4,4,0.23620E-01*,
184,2P-25P,3670.53258404,82259.55646,109503.55926,4,4,0.20897E-01*,
185,2P-4f,4862.71939241,82259.55646,102824.18129,4,6,13.729*,
186,2P-5f,4341.71461253,82259.55646,105291.93166,4,6,9.1778*,
187,2P-6f,4102.92062530,82259.55646,106632.43839,4,6,5.8709*,
188,2P-7f,3971.22210540,82259.55646,107440.72169,4,6,3.8888*,
189,2P-8f,3890.17686261,82259.55646,107965.32859,4,6,2.6834*,
190,2P-9f,3836.49754894,82259.55646,108324.99732,4,6,1.9208*,
191,2P-10f,3799.00097235,82259.55646,108582.26622,4,6,1.4186*,
192,2P-11f,3771.72613678,82259.55646,108772.61609,4,6,1.0757*,
193,2P-12f,3751.24218027,82259.55646,108917.39277,4,6,0.83435*,
194,2P-13f,3735.45415175,82259.55646,109030.06305,4,6,0.65971*,
195,2P-14f,3723.02108018,82259.55646,109119.46346,4,6,0.53039*,
196,2P-15f,3713.05087011,82259.55646,109191.58715,4,6,0.43265*,
197,2P-16f,3704.93063384,82259.55646,109250.61510,4,6,0.35745*,
198,2P-17f,3698.22764802,82259.55646,109299.53601,4,6,0.29866*,
199,2P-18f,3692.62913175,82259.55646,109340.53221,4,6,0.25206*,
200,2P-19f,3687.90433373,82259.55646,109375.22730,4,6,0.21465*,
201,2P-20f,3683.87993594,82259.55646,109404.84939,4,6,0.18428*,
202,2P-21f,3680.42367189,82259.55646,109430.34138,4,6,0.15936*,
203,2P-22f,3677.43316062,82259.55646,109452.43682,4,6,0.13874*,
204,2P-23f,3674.82813728,82259.55646,109471.71340,4,6,0.12152*,
205,2P-24f,3672.54494673,82259.55646,109488.63097,4,6,0.10704*,
206,2P-25f,3670.53257564,82259.55646,109503.55932,4,6,0.94759E-01*,
207,2P-4F,4862.71759417,82259.55646,102824.18890,4,8,61.780*,
208,2P-5F,4341.71387855,82259.55646,105291.93556,4,8,41.300*,
209,2P-6F,4102.92024598,82259.55646,106632.44065,4,8,26.419*,
210,2P-7F,3971.22188162,82259.55646,107440.72310,4,8,17.500*,
211,2P-8F,3890.17671876,82259.55646,107965.32954,4,8,12.075*,
212,2P-9F,3836.49745067,82259.55646,108324.99799,4,8,8.6435*,
213,2P-10F,3799.00090211,82259.55646,108582.26671,4,8,6.3835*,
214,2P-11F,3771.72608476,82259.55646,108772.61646,4,8,4.8409*,
215,2P-12F,3751.24214064,82259.55646,108917.39305,4,8,3.7546*,
216,2P-13F,3735.45412084,82259.55646,109030.06327,4,8,2.9687*,
217,2P-14F,3723.02105560,82259.55646,109119.46364,4,8,2.3867*,
218,2P-15F,3713.05085023,82259.55646,109191.58729,4,8,1.9469*,
219,2P-16F,3704.93061753,82259.55646,109250.61522,4,8,1.6085*,
220,2P-17F,3698.22763447,82259.55646,109299.53611,4,8,1.3440*,
221,2P-18F,3692.62912037,82259.55646,109340.53230,4,8,1.1343*,
222,2P-19F,3687.90432408,82259.55646,109375.22737,4,8,0.96593*,
223,2P-20F,3683.87992768,82259.55646,109404.84945,4,8,0.82925*,
224,2P-21F,3680.42366477,82259.55646,109430.34143,4,8,0.71714*,
225,2P-22F,3677.43315444,82259.55646,109452.43687,4,8,0.62433*,
226,2P-23F,3674.82813187,82259.55646,109471.71344,4,8,0.54685*,
227,2P-24F,3672.54494198,82259.55646,109488.63100,4,8,0.48166*,
228,2P-25F,3670.53257145,82259.55646,109503.55935,4,8,0.42642*,
229,3S-3d,924549772.08800,97492.48317,97492.59133,2,4,0.67288E-23*,
230,3S-4d,18755.80404838,97492.48317,102824.16609,2,4,3.7596*,
231,3S-5d,12821.43217262,97492.48317,105291.92388,2,4,1.0853*,
232,3S-6d,10940.97803091,97492.48317,106632.43389,2,4,0.42538*,
233,3S-7d,10052.03367093,97492.48317,107440.71885,2,4,0.20457*,
234,3S-8d,9548.50512171,97492.48317,107965.32669,2,4,0.11304*,
235,3S-9d,9231.46842085,97492.48317,108324.99599,2,4,0.68914E-01*,
236,3S-10d,9017.30974342,97492.48317,108582.26525,2,4,0.45157E-01*,
237,3S-11d,8865.14433498,97492.48317,108772.61536,2,4,0.31254E-01*,
238,3S-12d,8752.80492082,97492.48317,108917.39220,2,4,0.22572E-01*,
239,3S-13d,8667.32927374,97492.48317,109030.06261,2,4,0.16865E-01*,
240,3S-14d,8600.68569205,97492.48317,109119.46311,2,4,0.12953E-01*,
241,3S-15d,8547.66336301,97492.48317,109191.58686,2,4,0.10179E-01*,
242,3S-16d,8504.75250990,97492.48317,109250.61486,2,4,0.81531E-02*,
243,3S-17d,8469.51419682,97492.48317,109299.53582,2,4,0.66382E-02*,
244,3S-18d,8440.20826020,97492.48317,109340.53205,2,4,0.54812E-02*,
245,3S-19d,8415.56463221,97492.48317,109375.22715,2,4,0.45815E-02*,
246,3S-20d,8394.63790499,97492.48317,109404.84927,2,4,0.38708E-02*,
247,3S-21d,8376.71206694,97492.48317,109430.34127,2,4,0.33015E-02*,
248,3S-22d,8361.23647735,97492.48317,109452.43673,2,4,0.28398E-02*,
249,3S-23d,8347.78185063,97492.48317,109471.71332,2,4,0.24612E-02*,
250,3S-24d,8336.00938213,97492.48317,109488.63090,2,4,0.21477E-02*,
251,3S-25d,8325.64869929,97492.48317,109503.55926,2,4,0.18859E-02*,
252,3S-3D,693416688.35922,97492.48317,97492.62738,2,6,0.28354E-22*,
253,3S-4D,18755.75054368,97492.48317,102824.18129,2,6,3.7596*,
254,3S-5D,12821.41937101,97492.48317,105291.93166,2,6,1.0853*,
255,3S-6D,10940.97263630,97492.48317,106632.43839,2,6,0.42539*,
256,3S-7D,10052.03080335,97492.48317,107440.72169,2,6,0.20458*,
257,3S-8D,9548.50338829,97492.48317,107965.32859,2,6,0.11304*,
258,3S-9D,9231.46728292,97492.48317,108324.99732,2,6,0.68918E-01*,
259,3S-10D,9017.30895191,97492.48317,108582.26622,2,6,0.45161E-01*,
260,3S-11D,8865.14376021,97492.48317,108772.61609,2,6,0.31256E-01*,
261,3S-12D,8752.80448925,97492.48317,108917.39277,2,6,0.22574E-01*,
262,3S-13D,8667.32894089,97492.48317,109030.06305,2,6,0.16866E-01*,
263,3S-14D,8600.68542963,97492.48317,109119.46346,2,6,0.12954E-01*,
264,3S-15D,8547.66315228,97492.48317,109191.58715,2,6,0.10179E-01*,
265,3S-16D,8504.75233801,97492.48317,109250.61510,2,6,0.81538E-02*,
266,3S-17D,8469.51405470,97492.48317,109299.53601,2,6,0.66388E-02*,
267,3S-18D,8440.20814130,97492.48317,109340.53221,2,6,0.54817E-02*,
268,3S-19D,8415.56453170,97492.48317,109375.22730,2,6,0.45819E-02*,
269,3S-20D,8394.63781924,97492.48317,109404.84939,2,6,0.38711E-02*,
270,3S-21D,8376.71199319,97492.48317,109430.34138,2,6,0.33018E-02*,
271,3S-22D,8361.23641344,97492.48317,109452.43682,2,6,0.28400E-02*,
272,3S-23D,8347.78179488,97492.48317,109471.71340,2,6,0.24615E-02*,
273,3S-24D,8336.00933320,97492.48317,109488.63097,2,6,0.21479E-02*,
274,3S-25D,8325.64865611,97492.48317,109503.55932,2,6,0.18861E-02*,
275,3p-3P,924549772.08800,97492.48317,97492.59133,2,4,0.10766E-22*,
276,3p-4P,18755.80404838,97492.48317,102824.16609,2,4,1.2748*,
277,3p-5P,12821.43217262,97492.48317,105291.92388,2,4,0.71393*,
278,3p-6P,10940.97803091,97492.48317,106632.43389,2,4,0.42534*,
279,3p-7P,10052.03367093,97492.48317,107440.71885,2,4,0.27150*,
280,3p-8P,9548.50512171,97492.48317,107965.32669,2,4,0.18326*,
281,3p-9P,9231.46842085,97492.48317,108324.99599,2,4,0.12931*,
282,3p-10P,9017.30974342,97492.48317,108582.26525,2,4,0.94559E-01*,
283,3p-11P,8865.14433498,97492.48317,108772.61536,2,4,0.71199E-01*,
284,3p-12P,8752.80492082,97492.48317,108917.39220,2,4,0.54929E-01*,
285,3p-13P,8667.32927374,97492.48317,109030.06261,2,4,0.43255E-01*,
286,3p-14P,8600.68569205,97492.48317,109119.46311,2,4,0.34665E-01*,
287,3p-15P,8547.66336301,97492.48317,109191.58686,2,4,0.28205E-01*,
288,3p-16P,8504.75250990,97492.48317,109250.61486,2,4,0.23254E-01*,
289,3p-17P,8469.51419682,97492.48317,109299.53582,2,4,0.19396E-01*,
290,3p-18P,8440.20826020,97492.48317,109340.53205,2,4,0.16347E-01*,
291,3p-19P,8415.56463221,97492.48317,109375.22715,2,4,0.13904E-01*,
292,3p-20P,8394.63790499,97492.48317,109404.84927,2,4,0.11924E-01*,
293,3p-21P,8376.71206694,97492.48317,109430.34127,2,4,0.10303E-01*,
294,3p-22P,8361.23647735,97492.48317,109452.43673,2,4,0.89629E-02*,
295,3p-23P,8347.78185063,97492.48317,109471.71332,2,4,0.78454E-02*,
296,3p-24P,8336.00938213,97492.48317,109488.63090,2,4,0.69061E-02*,
297,3p-25P,8325.64869929,97492.48317,109503.55926,2,4,0.61111E-02*,
298,3p-4f,18755.75054368,97492.48317,102824.18129,2,6,4.4990*,
299,3p-5f,12821.41937101,97492.48317,105291.93166,2,6,0.20089E-01*,
300,3p-6f,10940.97263630,97492.48317,106632.43839,2,6,0.92552E-01*,
301,3p-7f,10052.03080335,97492.48317,107440.72169,2,6,0.16793*,
302,3p-8f,9548.50338829,97492.48317,107965.32859,2,6,0.17390*,
303,3p-9f,9231.46728292,97492.48317,108324.99732,2,6,0.15500*,
304,3p-10f,9017.30895191,97492.48317,108582.26622,2,6,0.13112*,
305,3p-11f,8865.14376021,97492.48317,108772.61609,2,6,0.10893*,
306,3p-12f,8752.80448925,97492.48317,108917.39277,2,6,0.90142E-01*,
307,3p-13f,8667.32894089,97492.48317,109030.06305,2,6,0.74775E-01*,
308,3p-14f,8600.68542963,97492.48317,109119.46346,2,6,0.62359E-01*,
309,3p-15f,8547.66315228,97492.48317,109191.58715,2,6,0.52346E-01*,
310,3p-16f,8504.75233801,97492.48317,109250.61510,2,6,0.44249E-01*,
311,3p-17f,8469.51405470,97492.48317,109299.53601,2,6,0.37667E-01*,
312,3p-18f,8440.20814130,97492.48317,109340.53221,2,6,0.32281E-01*,
313,3p-19f,8415.56453170,97492.48317,109375.22730,2,6,0.27845E-01*,
314,3p-20f,8394.63781924,97492.48317,109404.84939,2,6,0.24165E-01*,
315,3p-21f,8376.71199319,97492.48317,109430.34138,2,6,0.21092E-01*,
316,3p-22f,8361.23641344,97492.48317,109452.43682,2,6,0.18508E-01*,
317,3p-23f,8347.78179488,97492.48317,109471.71340,2,6,0.16323E-01*,
318,3p-24f,8336.00933320,97492.48317,109488.63097,2,6,0.14464E-01*,
319,3p-25f,8325.64865611,97492.48317,109503.55932,2,6,0.12872E-01*,
320,3P-4p,18756.34507032,97492.59133,102824.12045,4,2,2.5495*,
321,3P-5p,12821.64838647,97492.59133,105291.90051,4,2,1.4278*,
322,3P-6p,10941.12369086,97492.59133,106632.42037,4,2,0.85063*,
323,3P-7p,10052.15156451,97492.59133,107440.71033,4,2,0.54296*,
324,3P-8p,9548.60893761,97492.59133,107965.32099,4,2,0.36649*,
325,3P-9p,9231.56401030,97492.59133,108324.99198,4,2,0.25860*,
326,3P-10p,9017.40006643,97492.59133,108582.26233,4,2,0.18910*,
327,3P-11p,8865.23106455,97492.59133,108772.61317,4,2,0.14239*,
328,3P-12p,8752.88908005,97492.59133,108917.39051,4,2,0.10985*,
329,3P-13p,8667.41152624,97492.59133,109030.06128,4,2,0.86503E-01*,
330,3P-14p,8600.76648851,97492.59133,109119.46204,4,2,0.69324E-01*,
331,3P-15p,8547.74302095,97492.59133,109191.58600,4,2,0.56405E-01*,
332,3P-16p,8504.83125988,97492.59133,109250.61415,4,2,0.46504E-01*,
333,3P-17p,8469.59221052,97492.59133,109299.53522,4,2,0.38789E-01*,
334,3P-18p,8440.28566822,97492.59133,109340.53155,4,2,0.32690E-01*,
335,3P-19p,8415.64153576,97492.59133,109375.22673,4,2,0.27805E-01*,
336,3P-20p,8394.71438375,97492.59133,109404.84890,4,2,0.23846E-01*,
337,3P-21p,8376.78818455,97492.59133,109430.34095,4,2,0.20604E-01*,
338,3P-22p,8361.31228526,97492.59133,109452.43646,4,2,0.17924E-01*,
339,3P-23p,8347.85739089,97492.59133,109471.71308,4,2,0.15689E-01*,
340,3P-24p,8336.08468949,97492.59133,109488.63069,4,2,0.13811E-01*,
341,3P-25p,8325.72380269,97492.59133,109503.55907,4,2,0.12221E-01*,
342,3P-4P,18756.18454419,97492.59133,102824.16609,4,4,1.2748*,
343,3P-5P,12821.60997960,97492.59133,105291.92388,4,4,0.71391*,
344,3P-6P,10941.10750628,97492.59133,106632.43389,4,4,0.42532*,
345,3P-7P,10052.14296140,97492.59133,107440.71885,4,4,0.27149*,
346,3P-8P,9548.60373716,97492.59133,107965.32669,4,4,0.18325*,
347,3P-9P,9231.56059638,97492.59133,108324.99599,4,4,0.12930*,
348,3P-10P,9017.39769181,97492.59133,108582.26525,4,4,0.94554E-01*,
349,3P-11P,8865.22934018,97492.59133,108772.61536,4,4,0.71195E-01*,
350,3P-12P,8752.88778529,97492.59133,108917.39220,4,4,0.54926E-01*,
351,3P-13P,8667.41052767,97492.59133,109030.06261,4,4,0.43253E-01*,
352,3P-14P,8600.76570124,97492.59133,109119.46311,4,4,0.34663E-01*,
353,3P-15P,8547.74238875,97492.59133,109191.58686,4,4,0.28203E-01*,
354,3P-16P,8504.83074418,97492.59133,109250.61486,4,4,0.23253E-01*,
355,3P-17P,8469.59178413,97492.59133,109299.53582,4,4,0.19395E-01*,
356,3P-18P,8440.28531150,97492.59133,109340.53205,4,4,0.16346E-01*,
