No.,transition,lambda(invacuo),Ei(cm^-1),Ek(cm^-1),gi,gk,Aki(s^-1),
412,7h-9k,113087.00580386,107440.72396,108324.99885,10,14,0.28890E-01*,
413,7h-10k,87600.70076925,107440.72396,108582.26734,10,14,0.52000E-01*,
414,7H-8h,190619.39483339,107440.72452,107965.33011,12,10,0.25008E-03*,
415,7H-8H,190619.25667031,107440.72452,107965.33049,12,12,0.43763E-02*,
416,7H-8k,190619.15798258,107440.72452,107965.33077,12,14,0.61107E-03*,
417,7H-9k,113087.07839099,107440.72452,108324.99885,12,14,0.77040E-03*,
418,7H-10k,87600.74432538,107440.72452,108582.26734,12,14,0.13867E-02*,
419,7H-8K,190619.08396689,107440.72452,107965.33097,12,16,0.23526E-01*,
420,7H-9K,113087.06009486,107440.72452,108324.99899,12,16,0.29660E-01*,
421,7H-10K,87600.73632195,107440.72452,108582.26744,12,16,0.53387E-01*,
422,7i-8i,190619.25667031,107440.72452,107965.33049,12,12,0.24880E-02*,
423,7i-9i,113087.10278585,107440.72452,108324.99866,12,12,0.11655E-02*,
424,7i-7I,246657546658.13,107440.72452,107440.72493,12,14,0.89168E-34*,
425,7i-8I,190619.15798258,107440.72452,107965.33077,12,14,0.85302E-04*,
426,7i-9I,113087.07839099,107440.72452,108324.99885,12,14,0.39960E-04*,
427,7i-9l,113087.06009486,107440.72452,108324.99899,12,16,0.16019*,
428,7i-10l,87600.73632195,107440.72452,108582.26744,12,16,0.11756*,
429,7i-11l,75081.13546424,107440.72452,108772.61701,12,16,0.81535E-01*,
430,7I-8i,190619.40398276,107440.72493,107965.33049,14,12,0.99519E-04*,
431,7I-9i,113087.15463385,107440.72493,108324.99866,14,12,0.46620E-04*,
432,7I-8I,190619.30529489,107440.72493,107965.33077,14,14,0.25022E-02*,
433,7I-9I,113087.13023896,107440.72493,108324.99885,14,14,0.11722E-02*,
434,7I-9l,113087.11194281,107440.72493,108324.99899,14,16,0.31410E-02*,
435,7I-10l,87600.76743347,107440.72493,108582.26744,14,16,0.23050E-02*,
436,7I-11l,75081.15831851,107440.72493,108772.61701,14,16,0.15987E-02*,
437,7I-9L,113087.09771248,107440.72493,108324.99910,14,18,0.16333*,
438,7I-10L,87600.76120857,107440.72493,108582.26752,14,18,0.11986*,
439,7I-11L,75081.15488293,107440.72493,108772.61707,14,18,0.83134E-01*,
440,8h-8H,262991583564.64,107965.33011,107965.33049,10,12,0.56816E-33*,
441,8h-8k,153411800155.89,107965.33011,107965.33077,10,14,0.44691E-31*,
442,8h-9k,278033.61792218,107965.33011,108324.99885,10,14,0.12613E-01*,
443,8h-10k,162091.04650387,107965.33011,108582.26734,10,14,0.16258E-02*,
444,8H-8k,368188465111.35,107965.33049,107965.33077,12,14,0.14967E-34*,
445,8H-9k,278033.91185848,107965.33049,108324.99885,12,14,0.33635E-03*,
446,8H-10k,162091.14640639,107965.33049,108582.26734,12,14,0.43355E-04*,
447,8H-8K,210393449228.84,107965.33049,107965.33097,12,16,0.94575E-32*,
448,8H-9K,278033.80126520,107965.33049,108324.99899,12,16,0.12949E-01*,
449,8H-10K,162091.11900457,107965.33049,108582.26744,12,16,0.16691E-02*,
450,8i-9i,278034.05931639,107965.33049,108324.99866,12,12,0.16502E-02*,
451,8i-8I,368188465111.35,107965.33049,107965.33077,12,14,0.54201E-34*,
452,8i-9I,278033.91185848,107965.33049,108324.99885,12,14,0.56577E-04*,
453,8i-9l,278033.80126520,107965.33049,108324.99899,12,16,0.89863E-02*,
454,8i-10l,162091.11900457,107965.33049,108582.26744,12,16,0.17749E-01*,
455,8i-11l,123871.75836649,107965.33049,108772.61701,12,16,0.29436E-01*,
456,8I-9i,278034.26927136,107965.33077,108324.99866,14,12,0.66007E-04*,
457,8I-9I,278034.12181323,107965.33077,108324.99885,14,14,0.16596E-02*,
458,8I-9l,278034.01121978,107965.33077,108324.99899,14,16,0.17620E-03*,
459,8I-10l,162091.19036352,107965.33077,108582.26744,14,16,0.34801E-03*,
460,8I-11l,123871.80004139,107965.33077,108772.61701,14,16,0.57719E-03*,
461,8I-9L,278033.92520274,107965.33077,108324.99910,14,18,0.91625E-02*,
462,8I-10L,162091.16905099,107965.33077,108582.26752,14,18,0.18097E-01*,
463,8I-11L,123871.79068985,107965.33077,108772.61707,14,18,0.30014E-01*,
464,8k-9k,278034.12181323,107965.33077,108324.99885,14,14,0.92977E-03*,
465,8k-10k,162091.21776537,107965.33077,108582.26734,14,14,0.41909E-03*,
466,8k-8K,490918174492.45,107965.33077,107965.33097,14,16,0.59775E-35*,
467,8k-9K,278034.01121978,107965.33077,108324.99899,14,16,0.23928E-04*,
468,8k-10K,162091.19036352,107965.33077,108582.26744,14,16,0.10786E-04*,
469,8k-10m,162091.16905099,107965.33077,108582.26752,14,18,0.75777E-01*,
470,8k-11m,123871.79068985,107965.33077,108772.61707,14,18,0.54136E-01*,
471,8k-12m,105035.09333466,107965.33077,108917.39352,14,18,0.36822E-01*,
472,8K-9k,278034.27927942,107965.33097,108324.99885,16,14,0.27346E-04*,
473,8K-10k,162091.27128461,107965.33097,108582.26734,16,14,0.12326E-04*,
474,8K-9K,278034.16868585,107965.33097,108324.99899,16,16,0.93319E-03*,
475,8K-10K,162091.24388275,107965.33097,108582.26744,16,16,0.42063E-03*,
476,8K-10m,162091.22257020,107965.33097,108582.26752,16,18,0.11395E-02*,
477,8K-11m,123871.82194602,107965.33097,108772.61707,16,18,0.81407E-03*,
478,8K-12m,105035.11580760,107965.33097,108917.39352,16,18,0.55372E-03*,
479,8K-10M,162091.20552017,107965.33097,108582.26759,16,20,0.76916E-01*,
480,8K-11M,123871.81446479,107965.33097,108772.61712,16,20,0.54950E-01*,
481,8K-12M,105035.11166444,107965.33097,108917.39355,16,20,0.37376E-01*,
482,9i-9I,524237044611.41,108324.99866,108324.99885,12,14,0.30590E-34*,
483,9i-9l,299564080213.43,108324.99866,108324.99899,12,16,0.33531E-32*,
484,9i-10l,388698.54149612,108324.99866,108582.26744,12,16,0.56872E-02*,
485,9i-11l,223404.60411580,108324.99866,108772.61701,12,16,0.17097E-02*,
486,9I-9l,698983024075.12,108324.99885,108324.99899,14,16,0.95060E-36*,
487,9I-10l,388698.82969908,108324.99885,108582.26744,14,16,0.11151E-03*,
488,9I-11l,223404.69932013,108324.99885,108772.61701,14,16,0.33524E-04*,
489,9I-9L,393178002676.88,108324.99885,108324.99910,14,18,0.87778E-33*,
490,9I-10L,388698.70714080,108324.99885,108582.26752,14,18,0.57987E-02*,
491,9I-11L,223404.66890268,108324.99885,108772.61707,14,18,0.17433E-02*,
492,9k-10k,388698.98727418,108324.99885,108582.26734,14,14,0.69610E-03*,
493,9k-9K,698983024075.12,108324.99885,108324.99899,14,16,0.39592E-35*,
494,9k-10K,388698.82969908,108324.99885,108582.26744,14,16,0.17914E-04*,
495,9k-10m,388698.70714080,108324.99885,108582.26752,14,18,0.38816E-02*,
496,9k-11m,223404.66890268,108324.99885,108772.61707,14,18,0.10914E-01*,
497,9k-12m,168806.38112075,108324.99885,108917.39352,14,18,0.16958E-01*,
498,9K-10k,388699.20342676,108324.99899,108582.26734,16,14,0.20474E-04*,
499,9K-10K,388699.04585149,108324.99899,108582.26744,16,16,0.69866E-03*,
500,9K-10m,388698.92329307,108324.99899,108582.26752,16,18,0.58370E-04*,
501,9K-11m,223404.74030593,108324.99899,108772.61707,16,18,0.16411E-03*,
502,9K-12m,168806.42188798,108324.99899,108917.39352,16,18,0.25501E-03*,
503,9K-10M,388698.82524641,108324.99899,108582.26759,16,20,0.39400E-02*,
504,9K-11M,223404.71597196,108324.99899,108772.61712,16,20,0.11078E-01*,
505,9K-12M,168806.41118658,108324.99899,108917.39355,16,20,0.17213E-01*,
506,9l-10l,388699.04585149,108324.99899,108582.26744,16,16,0.38688E-03*,
507,9l-11l,223404.77072340,108324.99899,108772.61701,16,16,0.16736E-03*,
508,9l-9L,898692729289.80,108324.99899,108324.99910,16,18,0.56159E-36*,
509,9l-10L,388698.92329307,108324.99899,108582.26752,16,18,0.77570E-05*,
510,9l-11L,223404.74030593,108324.99899,108772.61707,16,18,0.33557E-05*,
511,9l-11n,223404.71597196,108324.99899,108772.61712,16,20,0.38529E-01*,
512,9l-12n,168806.41118658,108324.99899,108917.39355,16,20,0.26703E-01*,
513,9l-13n,141830.95990416,108324.99899,109030.06367,16,20,0.17748E-01*,
514,9L-10l,388699.21397015,108324.99910,108582.26744,18,16,0.87266E-05*,
515,9L-11l,223404.82625930,108324.99910,108772.61701,18,16,0.37751E-05*,
516,9L-10L,388699.09141162,108324.99910,108582.26752,18,18,0.38785E-03*,
517,9L-11L,223404.79584181,108324.99910,108772.61707,18,18,0.16778E-03*,
518,9L-11n,223404.77150783,108324.99910,108772.61712,18,20,0.45868E-03*,
519,9L-12n,168806.44289443,108324.99910,108917.39355,18,20,0.31790E-03*,
520,9L-13n,141830.98228781,108324.99910,109030.06367,18,20,0.21129E-03*,
521,9L-11N,223404.75159822,108324.99910,108772.61716,18,22,0.38988E-01*,
522,9L-12N,168806.43413874,108324.99910,108917.39359,18,22,0.27021E-01*,
523,9L-13N,141830.97742633,108324.99910,109030.06369,18,22,0.17960E-01*,
524,10k-10K,958824383185.56,108582.26734,108582.26744,14,16,0.24323E-35*,
525,10k-10m,539338783676.62,108582.26734,108582.26752,14,18,0.34635E-33*,
526,10k-11m,525348.78034723,108582.26734,108772.61707,14,18,0.27485E-02*,
527,10k-12m,298395.06900598,108582.26734,108917.39352,14,18,0.14762E-02*,
528,10K-10m,1232774562922.2,108582.26744,108582.26752,16,18,0.83479E-37*,
529,10K-11m,525349.06819086,108582.26744,108772.61707,16,18,0.41330E-04*,
530,10K-12m,298395.16186933,108582.26744,108917.39352,16,18,0.22199E-04*,
531,10K-10M,684874820719.47,108582.26744,108582.26759,16,20,0.10647E-33*,
532,10K-11M,525348.93362837,108582.26744,108772.61712,16,20,0.27898E-02*,
533,10K-12M,298395.12843088,108582.26744,108917.39355,16,20,0.14984E-02*,
534,10l-11l,525349.23639411,108582.26744,108772.61701,16,16,0.31918E-03*,
535,10l-10L,1232774562922.2,108582.26744,108582.26752,16,18,0.39653E-36*,
536,10l-11L,525349.06819086,108582.26744,108772.61707,16,18,0.63996E-05*,
537,10l-11n,525348.93362837,108582.26744,108772.61712,16,20,0.18143E-02*,
538,10l-12n,298395.12843088,108582.26744,108917.39355,16,20,0.68085E-02*,
539,10l-13n,223315.85946151,108582.26744,109030.06367,16,20,0.10003E-01*,
540,10L-11l,525349.46027278,108582.26752,108772.61701,18,16,0.71996E-05*,
541,10L-11L,525349.29206939,108582.26752,108772.61707,18,18,0.31998E-03*,
542,10L-11n,525349.15750679,108582.26752,108772.61712,18,20,0.21599E-04*,
543,10L-12n,298395.20065794,108582.26752,108917.39355,18,20,0.81054E-04*,
544,10L-13n,223315.89991496,108582.26752,109030.06367,18,20,0.11909E-03*,
545,10L-11N,525349.04741018,108582.26752,108772.61716,18,22,0.18359E-02*,
546,10L-12N,298395.17329921,108582.26752,108917.39359,18,22,0.68896E-02*,
547,10L-13N,223315.88786279,108582.26752,109030.06369,18,22,0.10123E-01*,
548,10m-11m,525349.29206939,108582.26752,108772.61707,18,18,0.17552E-03*,
549,10m-12m,298395.23409640,108582.26752,108917.39352,18,18,0.72794E-04*,
550,10m-10M,1540968525326.4,108582.26752,108582.26759,18,20,0.68593E-37*,
551,10m-11M,525349.15750679,108582.26752,108772.61712,18,20,0.28208E-05*,
552,10m-12M,298395.20065794,108582.26752,108917.39355,18,20,0.11699E-05*,
553,10m-12o,298395.17329921,108582.26752,108917.39359,18,22,0.20792E-01*,
554,10m-13o,223315.88786279,108582.26752,109030.06369,18,22,0.13952E-01*,
555,10m-14o,186151.63679830,108582.26752,109119.46398,18,22,0.90401E-02*,
556,10M-11m,525349.47117232,108582.26759,108772.61707,20,18,0.31343E-05*,
557,10M-12m,298395.29187806,108582.26759,108917.39352,20,18,0.12999E-05*,
558,10M-11M,525349.33660962,108582.26759,108772.61712,20,20,0.17583E-03*,
559,10M-12M,298395.25843959,108582.26759,108917.39355,20,20,0.72924E-04*,
560,10M-12o,298395.23108085,108582.26759,108917.39359,20,22,0.20089E-03*,
561,10M-13o,223315.92022554,108582.26759,109030.06369,20,22,0.13480E-03*,
562,10M-14o,186151.65928574,108582.26759,109119.46398,20,22,0.87344E-04*,
563,10M-12O,298395.20828191,108582.26759,108917.39361,20,24,0.20993E-01*,
564,10M-13O,223315.91018207,108582.26759,109030.06371,20,24,0.14087E-01*,
565,10M-14O,186151.65369815,108582.26759,109119.46400,20,24,0.91274E-02*,
566,11l-11L,1640822855491.7,108772.61701,108772.61707,16,18,0.26025E-36*,
567,11l-11n,911568334313.34,108772.61701,108772.61712,16,20,0.45830E-34*,
568,11l-12n,690719.60966791,108772.61701,108917.39355,16,20,0.14088E-02*,
569,11l-13n,388429.97232381,108772.61701,109030.06367,16,20,0.11722E-02*,
570,11L-11n,2051028980755.6,108772.61707,108772.61712,18,20,0.94614E-38*,
571,11L-12n,690719.90043286,108772.61707,108917.39355,18,20,0.16772E-04*,
572,11L-13n,388430.06427638,108772.61707,109030.06367,18,20,0.13955E-04*,
573,11L-11N,1128066019092.6,108772.61707,108772.61716,18,22,0.15979E-34*,
574,11L-12N,690719.75383888,108772.61707,108917.39359,18,22,0.14256E-02*,
575,11L-13N,388430.02781345,108772.61707,109030.06369,18,22,0.11861E-02*,
576,11m-12m,690720.07960340,108772.61707,108917.39352,18,18,0.15680E-03*,
577,11m-11M,2051028980755.6,108772.61707,108772.61712,18,20,0.50865E-37*,
578,11m-12M,690719.90043286,108772.61707,108917.39355,18,20,0.25200E-05*,
579,11m-12o,690719.75383888,108772.61707,108917.39359,18,22,0.90544E-03*,
580,11m-13o,388430.02781345,108772.61707,109030.06369,18,22,0.43310E-02*,
581,11m-14o,288311.63508894,108772.61707,109119.46398,18,22,0.60512E-02*,
582,11M-12m,690720.31221561,108772.61712,108917.39352,20,18,0.28000E-05*,
583,11M-12M,690720.13304495,108772.61712,108917.39355,20,20,0.15708E-03*,
584,11M-12o,690719.98645087,108772.61712,108917.39359,20,22,0.87482E-05*,
585,11M-13o,388430.10137550,108772.61712,109030.06369,20,22,0.41845E-04*,
586,11M-14o,288311.67561670,108772.61712,109119.46398,20,22,0.58466E-04*,
587,11M-12O,690719.86428920,108772.61712,108917.39361,20,24,0.91419E-03*,
588,11M-13O,388430.07098972,108772.61712,109030.06371,20,24,0.43728E-02*,
589,11M-14O,288311.66221330,108772.61712,109119.46400,20,24,0.61097E-02*,
590,11n-12n,690720.13304495,108772.61712,108917.39355,20,20,0.85486E-04*,
591,11n-13n,388430.13783845,108772.61712,109030.06367,20,20,0.33985E-04*,
592,11n-11N,2506813592168.0,108772.61712,108772.61716,20,22,0.10334E-37*,
593,11n-12N,690719.98645087,108772.61712,108917.39359,20,22,0.11263E-05*,
594,11n-13N,388430.10137550,108772.61712,109030.06369,20,22,0.44776E-06*,
595,11n-13q,388430.07098972,108772.61712,109030.06371,20,24,0.11795E-01*,
596,11n-14q,288311.66221330,108772.61712,109119.46400,20,24,0.76547E-02*,
597,11n-15q,238680.30898067,108772.61712,109191.58758,20,24,0.48280E-02*,
598,11N-12n,690720.32336403,108772.61716,108917.39355,22,20,0.12389E-05*,
599,11N-13n,388430.19802562,108772.61716,109030.06367,22,20,0.49253E-06*,
600,11N-12N,690720.17676986,108772.61716,108917.39359,22,22,0.85599E-04*,
601,11N-13N,388430.16156265,108772.61716,109030.06369,22,22,0.34030E-04*,
602,11N-13q,388430.13117686,108772.61716,109030.06371,22,24,0.94362E-04*,
603,11N-14q,288311.69537237,108772.61716,109119.46400,22,24,0.61238E-04*,
604,11N-15q,238680.33170605,108772.61716,109191.58758,22,24,0.38624E-04*,
605,11N-13Q,388430.10546581,108772.61716,109030.06373,22,26,0.11890E-01*,
606,11N-14Q,288311.68403103,108772.61716,109119.46401,22,26,0.77160E-02*,
607,11N-15Q,238680.32538653,108772.61716,109191.58759,22,26,0.48666E-02*,
608,12m-12M,2662793342456.8,108917.39352,108917.39355,18,20,0.35190E-37*,
609,12m-12o,1464536436105.7,108917.39352,108917.39359,18,22,0.73925E-35*,
610,12m-13o,887546.30905975,108917.39352,109030.06369,18,22,0.75952E-03*,
611,12m-14o,494876.88008014,108917.39352,109119.46398,18,22,0.89561E-03*,
612,12M-12o,3254525679074.0,108917.39355,108917.39359,20,22,0.13180E-38*,
613,12M-13o,887546.60489146,108917.39355,109030.06369,20,22,0.73383E-05*,
614,12M-14o,494876.97205242,108917.39355,109119.46398,20,22,0.86533E-05*,
615,12M-12O,1775195916883.7,108917.39355,108917.39361,20,24,0.28526E-35*,
616,12M-13O,887546.44624626,108917.39355,109030.06371,20,24,0.76686E-03*,
617,12M-14O,494876.93256261,108917.39355,109119.46400,20,24,0.90427E-03*,
618,12n-13n,887546.79526581,108917.39355,109030.06367,20,20,0.81613E-04*,
619,12n-12N,3254525679074.0,108917.39355,108917.39359,20,22,0.79642E-38*,
620,12n-13N,887546.60489146,108917.39355,109030.06369,20,22,0.10753E-05*,
621,12n-13q,887546.44624626,108917.39355,109030.06371,20,24,0.47753E-03*,
622,12n-14q,494876.93256261,108917.39355,109119.46400,20,24,0.28129E-02*,
623,12n-15q,364705.24497614,108917.39355,109191.58758,20,24,0.37522E-02*,
624,12N-13n,887547.03731015,108917.39359,109030.06367,22,20,0.11828E-05*,
625,12N-13N,887546.84693570,108917.39359,109030.06369,22,22,0.81720E-04*,
626,12N-13q,887546.68829041,108917.39359,109030.06371,22,24,0.38202E-05*,
627,12N-14q,494877.00781266,108917.39359,109119.46400,22,24,0.22503E-04*,
628,12N-15q,364705.28584536,108917.39359,109191.58758,22,24,0.30017E-04*,
629,12N-13Q,887546.55405214,108917.39359,109030.06373,22,26,0.48135E-03*,
630,12N-14Q,494876.97439819,108917.39359,109119.46401,22,26,0.28354E-02*,
631,12N-15Q,364705.27109052,108917.39359,109191.58759,22,26,0.37822E-02*,
632,12o-13o,887546.84693570,108917.39359,109030.06369,22,22,0.44180E-04*,
633,12o-14o,494877.04730248,108917.39359,109119.46398,22,22,0.16842E-04*,
634,12o-12O,3905431259850.5,108917.39359,108917.39361,22,24,0.18487E-38*,
635,12o-13O,887546.68829041,108917.39359,109030.06371,22,24,0.48599E-06*,
636,12o-14O,494877.00781266,108917.39359,109119.46400,22,24,0.18527E-06*,
637,12o-14r,494876.97439819,108917.39359,109119.46401,22,26,0.69815E-02*,
638,12o-15r,364705.27109052,108917.39359,109191.58759,22,26,0.43799E-02*,
639,12o-16r,300100.34356489,108917.39359,109250.61546,22,26,0.26867E-02*,
640,12O-13o,887547.04863931,108917.39361,109030.06369,24,22,0.53017E-06*,
641,12O-14o,494877.11001088,108917.39361,109119.46398,24,22,0.20211E-06*,
642,12O-13O,887546.88999395,108917.39361,109030.06371,24,24,0.44225E-04*,
643,12O-14O,494877.07052104,108917.39361,109119.46400,24,24,0.16859E-04*,
644,12O-14r,494877.03710657,108917.39361,109119.46401,24,26,0.47014E-04*,
645,12O-15r,364705.30514821,108917.39361,109191.58759,24,26,0.29495E-04*,
646,12O-16r,300100.36662514,108917.39361,109250.61546,24,26,0.18092E-04*,
647,12O-14R,494877.00846560,108917.39361,109119.46402,24,28,0.70285E-02*,
648,12O-15R,364705.29250120,108917.39361,109191.58760,24,28,0.44094E-02*,
649,12O-16R,300100.35956927,108917.39361,109250.61547,24,28,0.27048E-02*,
650,13n-13N,4137842985718.6,109030.06367,109030.06369,20,22,0.57505E-38*,
651,13n-13q,2257005380433.7,109030.06367,109030.06371,20,24,0.14023E-35*,
652,13n-14q,1118564.1610569,109030.06367,109119.46400,20,24,0.42770E-03*,
653,13n-15q,619103.38077734,109030.06367,109191.58758,20,24,0.67272E-03*,
654,13N-13q,4965412141864.5,109030.06369,109030.06371,22,24,0.21769E-39*,
655,13N-14q,1118564.4634333,109030.06369,109119.46400,22,24,0.34216E-05*,
656,13N-15q,619103.47340750,109030.06369,109191.58758,22,24,0.53818E-05*,
657,13N-13Q,2689598355204.5,109030.06369,109030.06373,22,26,0.58822E-36*,
658,13N-14Q,1118564.2927221,109030.06369,109119.46401,22,26,0.43112E-03*,
659,13N-15Q,619103.43088911,109030.06369,109191.58759,22,26,0.67811E-03*,
660,13o-14o,1118564.6651829,109030.06369,109119.46398,22,22,0.44620E-04*,
661,13o-13O,4965412141864.5,109030.06369,109030.06371,22,24,0.14694E-38*,
662,13o-14O,1118564.4634333,109030.06369,109119.46400,22,24,0.49082E-06*,
663,13o-14r,1118564.2927221,109030.06369,109119.46401,22,26,0.26401E-03*,
664,13o-15r,619103.43088911,109030.06369,109191.58759,22,26,0.18649E-02*,
665,13o-16r,453408.28852837,109030.06369,109250.61546,22,26,0.23820E-02*,
666,13O-14o,1118564.9171634,109030.06371,109119.46398,24,22,0.53544E-06*,
667,13O-14O,1118564.7154137,109030.06371,109119.46400,24,24,0.44665E-04*,
668,13O-14r,1118564.5447025,109030.06371,109119.46401,24,26,0.17779E-05*,
669,13O-15r,619103.50808091,109030.06371,109191.58759,24,26,0.12558E-04*,
670,13O-16r,453408.32993059,109030.06371,109250.61546,24,26,0.16040E-04*,
671,13O-14R,1118564.3983786,109030.06371,109119.46402,24,28,0.26579E-03*,
672,13O-15R,619103.47163658,109030.06371,109191.58760,24,28,0.18775E-02*,
673,13O-16R,453408.31382427,109030.06371,109250.61547,24,28,0.23980E-02*,
674,13q-14q,1118564.7154137,109030.06371,109119.46400,24,24,0.24011E-04*,
675,13q-15q,619103.55059931,109030.06371,109191.58758,24,24,0.87835E-05*,
676,13q-13Q,5868214881179.3,109030.06371,109030.06373,24,26,0.38158E-39*,
677,13q-14Q,1118564.5447025,109030.06371,109119.46401,24,26,0.22388E-06*,
678,13q-15Q,619103.50808091,109030.06371,109191.58759,24,26,0.81898E-07*,
679,13q-15t,619103.47163658,109030.06371,109191.58760,24,28,0.42862E-02*,
680,13q-16t,453408.31382427,109030.06371,109250.61547,24,28,0.25993E-02*,
681,13q-17t,371095.22909991,109030.06371,109299.53632,24,28,0.15500E-02*,
682,13Q-14q,1118564.9286280,109030.06373,109119.46400,26,24,0.24253E-06*,
683,13Q-15q,619103.61591547,109030.06373,109191.58758,26,24,0.88722E-07*,
684,13Q-14Q,1118564.7579167,109030.06373,109119.46401,26,26,0.24029E-04*,
685,13Q-15Q,619103.57339706,109030.06373,109191.58759,26,26,0.87903E-05*,
686,13Q-15t,619103.53695272,109030.06373,109191.58760,26,28,0.24633E-04*,
687,13Q-16t,453408.34885692,109030.06373,109250.61547,26,28,0.14939E-04*,
688,13Q-17t,371095.25256730,109030.06373,109299.53632,26,28,0.89080E-05*,
689,13Q-15T,619103.50536764,109030.06373,109191.58761,26,30,0.43108E-02*,
690,13Q-16T,453408.33489811,109030.06373,109250.61548,26,30,0.26143E-02*,
691,13Q-17T,371095.24477163,109030.06373,109299.53633,26,30,0.15589E-02*,
692,14o-14O,6201679786173.9,109119.46398,109119.46400,22,24,0.10990E-38*,
693,14o-14r,3359243359542.9,109119.46398,109119.46401,22,26,0.30457E-36*,
694,14o-15r,1386508.4501808,109119.46398,109191.58759,22,26,0.25016E-03*,
695,14o-16r,762477.07794627,109119.46398,109250.61546,22,26,0.50233E-03*,
696,14O-14r,7329258605233.9,109119.46400,109119.46401,24,26,0.41483E-40*,
697,14O-15r,1386508.7601623,109119.46400,109191.58759,24,26,0.16846E-05*,
698,14O-16r,762477.17169045,109119.46400,109250.61546,24,26,0.33827E-05*,
699,14O-14R,3946523991355.9,109119.46400,109119.46402,24,28,0.13701E-36*,
700,14O-15R,1386508.5773739,109119.46400,109191.58760,24,28,0.25185E-03*,
701,14O-16R,762477.12614227,109119.46400,109250.61547,24,28,0.50571E-03*,
702,14q-15q,1386508.9734155,109119.46400,109191.58758,24,24,0.25450E-04*,
703,14q-14Q,7329258605233.9,109119.46400,109119.46401,24,26,0.31103E-39*,
704,14q-15Q,1386508.7601623,109119.46400,109191.58759,24,26,0.23729E-06*,
705,14q-15t,1386508.5773739,109119.46400,109191.58760,24,28,0.15203E-03*,
706,14q-16t,762477.12614227,109119.46400,109250.61547,24,28,0.12610E-02*,
707,14q-17t,555332.40744930,109119.46400,109299.53632,24,28,0.15457E-02*,
708,14Q-15q,1386509.2357077,109119.46401,109191.58758,26,24,0.25707E-06*,
709,14Q-15Q,1386509.0224544,109119.46401,109191.58759,26,26,0.25470E-04*,
710,14Q-15t,1386508.8396660,109119.46401,109191.58760,26,28,0.87374E-06*,
711,14Q-16t,762477.20546427,109119.46401,109250.61547,26,28,0.72469E-05*,
712,14Q-17t,555332.44952642,109119.46401,109299.53632,26,28,0.88833E-05*,
713,14Q-15T,1386508.6812493,109119.46401,109191.58761,26,30,0.15290E-03*,
714,14Q-16T,762477.16598918,109119.46401,109250.61548,26,30,0.12682E-02*,
715,14Q-17T,555332.43206865,109119.46401,109299.53633,26,30,0.15546E-02*,
716,14r-15r,1386509.0224544,109119.46401,109191.58759,26,26,0.13625E-04*,
717,14r-16r,762477.25101245,109119.46401,109250.61546,26,26,0.47871E-05*,
718,14r-14R,8550802302296.7,109119.46401,109119.46402,26,28,0.88900E-40*,
719,14r-15R,1386508.8396660,109119.46401,109191.58760,26,28,0.10907E-06*,
720,14r-16R,762477.20546427,109119.46401,109250.61547,26,28,0.38320E-07*,
721,14r-16u,762477.16598918,109119.46401,109250.61548,26,30,0.27164E-02*,
722,14r-17u,555332.43206865,109119.46401,109299.53633,26,30,0.15928E-02*,
723,14r-18u,452348.53762249,109119.46401,109340.53248,26,30,0.92314E-03*,
724,14R-15r,1386509.2472763,109119.46402,109191.58759,28,26,0.11746E-06*,
725,14R-16r,762477.31900275,109119.46402,109250.61546,28,26,0.41268E-07*,
726,14R-15R,1386509.0644878,109119.46402,109191.58760,28,28,0.13633E-04*,
727,14R-16R,762477.27345456,109119.46402,109250.61547,28,28,0.47901E-05*,
728,14R-16u,762477.23397947,109119.46402,109250.61548,28,30,0.13481E-04*,
729,14R-17u,555332.46813476,109119.46402,109299.53633,28,30,0.79048E-05*,
730,14R-18u,452348.56155231,109119.46402,109340.53248,28,30,0.45813E-05*,
731,14R-16U,762477.19943877,109119.46402,109250.61548,28,32,0.27299E-02*,
732,14R-17U,555332.45285921,109119.46402,109299.53634,28,32,0.16007E-02*,
733,14R-18U,452348.55301411,109119.46402,109340.53249,28,32,0.92772E-03*,
734,15q-15Q,9014667297057.7,109191.58758,109191.58759,24,26,0.23956E-39*,
735,15q-15t,4854051797605.7,109191.58758,109191.58760,24,28,0.74193E-37*,
736,15q-16t,1694114.4623304,109191.58758,109250.61547,24,28,0.15128E-03*,
737,15q-17t,926365.58546597,109191.58758,109299.53632,24,28,0.37517E-03*,
738,15Q-15t,10517112673320.,109191.58759,109191.58760,26,28,0.89301E-41*,
739,15Q-16t,1694114.7807031,109191.58759,109250.61547,26,28,0.86943E-06*,
740,15Q-17t,926365.68066119,109191.58759,109299.53632,26,28,0.21561E-05*,
741,15Q-15T,5634167634422.3,109191.58759,109191.58761,26,30,0.35418E-37*,
742,15Q-16T,1694114.5858286,109191.58759,109250.61548,26,30,0.15215E-03*,
743,15Q-17T,926365.63208232,109191.58759,109299.53633,26,30,0.37733E-03*,
744,15r-16r,1694115.0055584,109191.58759,109250.61546,26,26,0.15060E-04*,
745,15r-15R,10517112673320.,109191.58759,109191.58760,26,28,0.73992E-40*,
746,15r-16R,1694114.7807031,109191.58759,109250.61547,26,28,0.12055E-06*,
747,15r-16u,1694114.5858286,109191.58759,109250.61548,26,30,0.90710E-04*,
748,15r-17u,926365.63208232,109191.58759,109299.53633,26,30,0.86848E-03*,
