No.,transition,lambda(invacuo),Ei(cm^-1),Ek(cm^-1),gi,gk,Aki(s^-1),
749,15r-18u,671389.27292614,109191.58759,109340.53248,26,30,0.10237E-02*,
750,15R-16r,1694115.2784494,109191.58760,109250.61546,28,26,0.12982E-06*,
751,15R-16R,1694115.0535941,109191.58760,109250.61547,28,28,0.15069E-04*,
752,15R-16u,1694114.8587196,109191.58760,109250.61548,28,30,0.45018E-06*,
753,15R-17u,926365.71367822,109191.58760,109299.53633,28,30,0.43101E-05*,
754,15R-18u,671389.31578615,109191.58760,109340.53248,28,30,0.50803E-05*,
755,15R-16U,1694114.6882044,109191.58760,109250.61548,28,32,0.91161E-04*,
756,15R-17U,926365.67117171,109191.58760,109299.53634,28,32,0.87279E-03*,
757,15R-18U,671389.29697702,109191.58760,109340.53249,28,32,0.10288E-02*,
758,15t-16t,1694115.0535941,109191.58760,109250.61547,28,28,0.80267E-05*,
759,15t-17t,926365.76225711,109191.58760,109299.53632,28,28,0.27113E-05*,
760,15t-15T,12135130614734.,109191.58760,109191.58761,28,30,0.22978E-40*,
761,15t-16T,1694114.8587196,109191.58760,109250.61548,28,30,0.55769E-07*,
762,15t-17T,926365.71367822,109191.58760,109299.53633,28,30,0.18838E-07*,
763,15t-17v,926365.67117171,109191.58760,109299.53634,28,32,0.17703E-02*,
764,15t-18v,671389.29697702,109191.58760,109340.53249,28,32,0.10041E-02*,
765,15t-19v,544543.90010244,109191.58760,109375.22753,28,32,0.56560E-03*,
766,15T-16t,1694115.2900997,109191.58761,109250.61547,30,28,0.59752E-07*,
767,15T-17t,926365.83297358,109191.58761,109299.53632,30,28,0.20184E-07*,
768,15T-16T,1694115.0952251,109191.58761,109250.61548,30,30,0.80307E-05*,
769,15T-17T,926365.78439469,109191.58761,109299.53633,30,30,0.27127E-05*,
770,15T-17v,926365.74188816,109191.58761,109299.53634,30,32,0.76635E-05*,
771,15T-18v,671389.33412236,109191.58761,109340.53249,30,32,0.43466E-05*,
772,15T-19v,544543.92453795,109191.58761,109375.22753,30,32,0.24485E-05*,
773,15T-17V,926365.70438241,109191.58761,109299.53634,30,34,0.17779E-02*,
774,15T-18V,671389.31752607,109191.58761,109340.53249,30,34,0.10084E-02*,
775,15T-19V,544543.91525503,109191.58761,109375.22753,30,34,0.56805E-03*,
776,16r-16R,12763879284513.,109250.61546,109250.61547,26,28,0.58424E-40*,
777,16r-16u,6837792631003.5,109250.61546,109250.61548,26,30,0.19945E-37*,
778,16r-17u,2044117.4843800,109250.61546,109299.53633,26,30,0.94222E-04*,
779,16r-18u,1112136.5245281,109250.61546,109340.53248,26,30,0.28123E-03*,
780,16R-16u,14727553749653.,109250.61547,109250.61548,28,30,0.21355E-41*,
781,16R-17u,2044117.8117427,109250.61547,109299.53633,28,30,0.46760E-06*,
782,16R-18u,1112136.6214303,109250.61547,109340.53248,28,30,0.13957E-05*,
783,16R-16U,7854695487214.0,109250.61547,109250.61548,28,32,0.10021E-37*,
784,16R-17U,2044117.6047750,109250.61547,109299.53634,28,32,0.94689E-04*,
785,16R-18U,1112136.5698200,109250.61547,109340.53249,28,32,0.28262E-03*,
786,16t-17t,2044118.0482771,109250.61547,109299.53632,28,28,0.92037E-05*,
787,16t-16T,14727553749653.,109250.61547,109250.61548,28,30,0.19463E-40*,
788,16t-17T,2044117.8117427,109250.61547,109299.53633,28,30,0.63946E-07*,
789,16t-17v,2044117.6047750,109250.61547,109299.53634,28,32,0.55840E-04*,
790,16t-18v,1112136.5698200,109250.61547,109340.53249,28,32,0.60853E-03*,
791,16t-19v,802490.57720730,109250.61547,109375.22753,28,32,0.69085E-03*,
792,16T-17t,2044118.3319915,109250.61548,109299.53632,30,28,0.68514E-07*,
793,16T-17T,2044118.0954570,109250.61548,109299.53633,30,30,0.92083E-05*,
794,16T-17v,2044117.8884893,109250.61548,109299.53634,30,32,0.24173E-06*,
795,16T-18v,1112136.6538019,109250.61548,109340.53249,30,32,0.26343E-05*,
796,16T-19v,802490.62093426,109250.61548,109375.22753,30,32,0.29907E-05*,
797,16T-17V,2044117.7058708,109250.61548,109299.53634,30,34,0.56082E-04*,
798,16T-18V,1112136.6082635,109250.61548,109340.53249,30,34,0.61117E-03*,
799,16T-19V,802490.60077388,109250.61548,109375.22753,30,34,0.69384E-03*,
800,16u-17u,2044118.0954570,109250.61548,109299.53633,30,30,0.48865E-05*,
801,16u-18u,1112136.7054122,109250.61548,109340.53248,30,30,0.15886E-05*,
802,16u-16U,16831490707048.,109250.61548,109250.61548,30,32,0.64985E-41*,
803,16u-17U,2044117.8884893,109250.61548,109299.53634,30,32,0.29747E-07*,
804,16u-18U,1112136.6538019,109250.61548,109340.53249,30,32,0.96707E-08*,
805,16u-18w,1112136.6082635,109250.61548,109340.53249,30,34,0.11825E-02*,
806,16u-19w,802490.60077388,109250.61548,109375.22753,30,34,0.64910E-03*,
807,16u-20w,648364.99007271,109250.61548,109404.84959,30,34,0.35545E-03*,
808,16U-17u,2044118.3437071,109250.61548,109299.53633,32,30,0.31730E-07*,
809,16U-18u,1112136.7788964,109250.61548,109340.53248,32,30,0.10315E-07*,
810,16U-17U,2044118.1367394,109250.61548,109299.53634,32,32,0.48884E-05*,
811,16U-18U,1112136.7272861,109250.61548,109340.53249,32,32,0.15892E-05*,
812,16U-18w,1112136.6817476,109250.61548,109340.53249,32,34,0.45048E-05*,
813,16U-19w,802490.63903497,109250.61548,109375.22753,32,34,0.24727E-05*,
814,16U-20w,648365.01504834,109250.61548,109404.84959,32,34,0.13541E-05*,
815,16U-18W,1112136.6412690,109250.61548,109340.53249,32,36,0.11870E-02*,
816,16U-19W,802490.62111463,109250.61548,109375.22753,32,36,0.65157E-03*,
817,16U-20W,648365.00501891,109250.61548,109404.84959,32,36,0.35681E-03*,
818,17t-17T,17665153970005.,109299.53632,109299.53633,28,30,0.15696E-40*,
819,17t-17v,9421415656492.8,109299.53632,109299.53634,28,32,0.58410E-38*,
820,17t-18v,2439252.8039095,109299.53632,109340.53249,28,32,0.60245E-04*,
821,17t-19v,1321157.5216102,109299.53632,109375.22753,28,32,0.21199E-03*,
822,17T-17v,20188748339399.,109299.53633,109299.53634,30,32,0.55964E-42*,
823,17T-18v,2439253.1407282,109299.53633,109340.53249,30,32,0.26080E-06*,
824,17T-19v,1321157.6204182,109299.53633,109375.22753,30,32,0.91772E-06*,
825,17T-17V,10725272741980.,109299.53633,109299.53634,30,34,0.30683E-38*,
826,17T-18V,2439252.9216617,109299.53633,109340.53249,30,34,0.60506E-04*,
827,17T-19V,1321157.5657760,109299.53633,109375.22753,30,34,0.21291E-03*,
828,17u-18u,2439253.3890036,109299.53633,109340.53248,30,30,0.57877E-05*,
829,17u-17U,20188748339399.,109299.53633,109299.53634,30,32,0.55866E-41*,
830,17u-18U,2439253.1407282,109299.53633,109340.53249,30,32,0.35233E-07*,
831,17u-18w,2439252.9216617,109299.53633,109340.53249,30,34,0.35339E-04*,
832,17u-19w,1321157.5657760,109299.53633,109375.22753,30,34,0.43324E-03*,
833,17u-20w,949548.02791108,109299.53633,109404.84959,30,34,0.47442E-03*,
834,17U-18u,2439253.6837201,109299.53634,109340.53248,32,30,0.37582E-07*,
835,17U-18U,2439253.4354447,109299.53634,109340.53249,32,32,0.57900E-05*,
836,17U-18w,2439253.2163782,109299.53634,109340.53249,32,34,0.13463E-06*,
837,17U-19w,1321157.6522329,109299.53634,109375.22753,32,34,0.16504E-05*,
838,17U-20w,949548.07257167,109299.53634,109404.84959,32,34,0.18073E-05*,
839,17U-18W,2439253.0216524,109299.53634,109340.53249,32,36,0.35474E-04*,
840,17U-19W,1321157.6036621,109299.53634,109375.22753,32,36,0.43489E-03*,
841,17U-20W,949548.05106015,109299.53634,109404.84959,32,36,0.47622E-03*,
842,17v-18v,2439253.4354447,109299.53634,109340.53249,32,32,0.30623E-05*,
843,17v-19v,1321157.7068751,109299.53634,109375.22753,32,32,0.95914E-06*,
844,17v-17V,22880582300894.,109299.53634,109299.53634,32,34,0.19885E-41*,
845,17v-18V,2439253.2163782,109299.53634,109340.53249,32,34,0.16469E-07*,
846,17v-19V,1321157.6522329,109299.53634,109375.22753,32,34,0.51584E-08*,
847,17v-19x,1321157.6036621,109299.53634,109375.22753,32,36,0.80747E-03*,
848,17v-20x,949548.05106015,109299.53634,109404.84959,32,36,0.42921E-03*,
849,17v-21x,764495.51242868,109299.53634,109430.34155,32,36,0.22855E-03*,
850,17V-18v,2439253.6954887,109299.53634,109340.53249,34,32,0.17499E-07*,
851,17V-19v,1321157.7831606,109299.53634,109375.22753,34,32,0.54808E-08*,
852,17V-18V,2439253.4764221,109299.53634,109340.53249,34,34,0.30633E-05*,
853,17V-19V,1321157.7285184,109299.53634,109375.22753,34,34,0.95946E-06*,
854,17V-19x,1321157.6799476,109299.53634,109375.22753,34,36,0.27279E-05*,
855,17V-20x,949548.09046656,109299.53634,109404.84959,34,36,0.14500E-05*,
856,17V-21x,764495.53797232,109299.53634,109430.34155,34,36,0.77214E-06*,
857,17V-19X,1321157.6364895,109299.53634,109375.22753,34,38,0.81019E-03*,
858,17V-20X,949548.07121941,109299.53634,109404.84960,34,38,0.43066E-03*,
859,17V-21X,764495.52719491,109299.53634,109430.34155,34,38,0.22933E-03*,
860,18u-18U,23965149309511.,109340.53248,109340.53249,30,32,0.45884E-41*,
861,18u-18w,12731485833720.,109340.53248,109340.53249,30,34,0.18438E-38*,
862,18u-19w,2882255.7090177,109340.53248,109375.22753,30,34,0.39437E-04*,
863,18u-20w,1554796.2070870,109340.53248,109404.84959,30,34,0.16087E-03*,
864,18U-18w,27160503747913.,109340.53249,109340.53249,32,34,0.15896E-42*,
865,18U-19w,2882256.0556627,109340.53249,109375.22753,32,34,0.15024E-06*,
866,18U-20w,1554796.3079581,109340.53249,109404.84959,32,34,0.61285E-06*,
867,18U-18W,14379090405246.,109340.53249,109340.53249,32,36,0.10072E-38*,
868,18U-19W,2882255.8244927,109340.53249,109375.22753,32,36,0.39587E-04*,
869,18U-20W,1554796.2502836,109340.53249,109404.84959,32,36,0.16149E-03*,
870,18v-19v,2882256.3157290,109340.53249,109375.22753,32,32,0.37332E-05*,
871,18v-18V,27160503747913.,109340.53249,109340.53249,32,34,0.17313E-41*,
872,18v-19V,2882256.0556627,109340.53249,109375.22753,32,34,0.20078E-07*,
873,18v-19x,2882255.8244927,109340.53249,109375.22753,32,36,0.22924E-04*,
874,18v-20x,1554796.2502836,109340.53249,109404.84959,32,36,0.31302E-03*,
875,18v-21x,1113473.3440851,109340.53249,109430.34155,32,36,0.33106E-03*,
876,18V-19v,2882256.6215924,109340.53249,109375.22753,34,32,0.21333E-07*,
877,18V-19V,2882256.3615260,109340.53249,109375.22753,34,34,0.37345E-05*,
878,18V-19x,2882256.1303560,109340.53249,109375.22753,34,36,0.77447E-07*,
879,18V-20x,1554796.3392875,109340.53249,109404.84959,34,36,0.10575E-05*,
880,18V-21x,1113473.3897331,109340.53249,109430.34155,34,36,0.11184E-05*,
881,18V-19X,2882255.9235197,109340.53249,109375.22753,34,38,0.23002E-04*,
882,18V-20X,1554796.2876839,109340.53249,109404.84960,34,38,0.31408E-03*,
883,18V-21X,1113473.3668706,109340.53249,109430.34155,34,38,0.33218E-03*,
884,18w-19w,2882256.3615260,109340.53249,109375.22753,34,34,0.19692E-05*,
885,18w-20w,1554796.3969620,109340.53249,109404.84959,34,34,0.59486E-06*,
886,18w-18W,30555567555235.,109340.53249,109340.53249,34,36,0.65226E-42*,
887,18w-19W,2882256.1303560,109340.53249,109375.22753,34,36,0.94248E-08*,
888,18w-20W,1554796.3392875,109340.53249,109404.84959,34,36,0.28470E-08*,
889,18w-20y,1554796.2876839,109340.53249,109404.84960,34,38,0.56235E-03*,
890,18w-21y,1113473.3668706,109340.53249,109430.34155,34,38,0.28965E-03*,
891,18w-22y,893619.19558770,109340.53249,109452.43698,34,38,0.15004E-03*,
892,18W-19w,2882256.6334045,109340.53249,109375.22753,36,34,0.99792E-08*,
893,18W-20w,1554796.4760767,109340.53249,109404.84959,36,34,0.30145E-08*,
894,18W-19W,2882256.4022345,109340.53249,109375.22753,36,36,0.19698E-05*,
895,18W-20W,1554796.4184021,109340.53249,109404.84959,36,36,0.59503E-06*,
896,18W-20y,1554796.3667986,109340.53249,109404.84960,36,38,0.16964E-05*,
897,18W-21y,1113473.4074466,109340.53249,109430.34155,36,38,0.87376E-06*,
898,18W-22y,893619.22172223,109340.53249,109452.43698,36,38,0.45260E-06*,
899,18W-20Y,1554796.3203554,109340.53249,109404.84960,36,40,0.56405E-03*,
900,18W-21Y,1113473.3868703,109340.53249,109430.34155,36,40,0.29052E-03*,
901,18W-22Y,893619.21019561,109340.53249,109452.43698,36,40,0.15049E-03*,
902,19v-19V,31943396898153.,109375.22753,109375.22753,32,34,0.14446E-41*,
903,19v-19x,16911210424842.,109375.22753,109375.22753,32,36,0.62198E-39*,
904,19v-20x,3375861.4881931,109375.22753,109404.84959,32,36,0.26369E-04*,
905,19v-21x,1814420.2142576,109375.22753,109430.34155,32,36,0.12296E-03*,
906,19V-19x,35936322875454.,109375.22753,109375.22753,34,36,0.48494E-43*,
907,19V-20x,3375861.8449630,109375.22753,109404.84959,34,36,0.89084E-07*,
908,19V-21x,1814420.3173187,109375.22753,109430.34155,34,36,0.41542E-06*,
909,19V-19X,18966392835837.,109375.22753,109375.22753,34,38,0.35172E-39*,
910,19V-20X,3375861.6016855,109375.22753,109404.84960,34,38,0.26458E-04*,
911,19V-21X,1814420.2566114,109375.22753,109430.34155,34,38,0.12338E-03*,
912,19w-20w,3375862.1168613,109375.22753,109404.84959,34,34,0.24635E-05*,
913,19w-19W,35936322875454.,109375.22753,109375.22753,34,36,0.57417E-42*,
914,19w-20W,3375861.8449630,109375.22753,109404.84959,34,36,0.11790E-07*,
915,19w-20y,3375861.6016855,109375.22753,109404.84960,34,38,0.15204E-04*,
916,19w-21y,1814420.2566114,109375.22753,109430.34155,34,38,0.22928E-03*,
917,19w-22y,1295178.2534192,109375.22753,109452.43698,34,38,0.23448E-03*,
918,19W-20w,3375862.4339902,109375.22753,109404.84959,36,34,0.12484E-07*,
919,19W-20W,3375862.1620918,109375.22753,109404.84959,36,36,0.24642E-05*,
920,19W-20y,3375861.9188143,109375.22753,109404.84960,36,38,0.45865E-07*,
921,19W-21y,1814420.3482213,109375.22753,109430.34155,36,38,0.69163E-06*,
922,19W-22y,1295178.3000986,109375.22753,109452.43698,36,38,0.70732E-06*,
923,19W-20Y,3375861.6998646,109375.22753,109404.84960,36,40,0.15250E-04*,
924,19W-21Y,1814420.2935848,109375.22753,109430.34155,36,40,0.22997E-03*,
925,19W-22Y,1295178.2758852,109375.22753,109452.43698,36,40,0.23518E-03*,
926,19x-20x,3375862.1620918,109375.22753,109404.84959,36,36,0.12959E-05*,
927,19x-21x,1814420.4089285,109375.22753,109430.34155,36,36,0.37795E-06*,
928,19x-19X,40164126495520.,109375.22753,109375.22753,36,38,0.22759E-42*,
929,19x-20X,3375861.9188143,109375.22753,109404.84960,36,38,0.55553E-08*,
930,19x-21X,1814420.3482213,109375.22753,109430.34155,36,38,0.16202E-08*,
931,19x-21z,1814420.2935848,109375.22753,109430.34155,36,40,0.39867E-03*,
932,19x-22z,1295178.2758852,109375.22753,109452.43698,36,40,0.19911E-03*,
933,19x-23z,1036419.7858887,109375.22753,109471.71353,36,40,0.10037E-03*,
934,19X-20x,3375862.4458387,109375.22753,109404.84959,38,36,0.58639E-08*,
935,19X-21x,1814420.4908952,109375.22753,109430.34155,38,36,0.17102E-08*,
936,19X-20X,3375862.2025612,109375.22753,109404.84960,38,38,0.12962E-05*,
937,19X-21X,1814420.4301880,109375.22753,109430.34155,38,38,0.37804E-06*,
938,19X-21z,1814420.3755515,109375.22753,109430.34155,38,40,0.10804E-05*,
939,19X-22z,1295178.3176510,109375.22753,109452.43698,38,40,0.53959E-06*,
940,19X-23z,1036419.8126331,109375.22753,109471.71353,38,40,0.27200E-06*,
941,19X-21Z,1814420.3261185,109375.22753,109430.34156,38,42,0.39975E-03*,
942,19X-22Z,1295178.2957436,109375.22753,109452.43698,38,42,0.19965E-03*,
943,19X-23Z,1036419.8003563,109375.22753,109471.71353,38,42,0.10064E-03*,
944,20w-20W,41914358143731.,109404.84959,109404.84959,34,36,0.48577E-42*,
945,20w-20y,22121467067597.,109404.84959,109404.84960,34,38,0.22259E-39*,
946,20w-21y,3922805.4302196,109404.84959,109430.34155,34,38,0.17973E-04*,
947,20w-22y,2101397.1786502,109404.84959,109452.43698,34,38,0.94687E-04*,
948,20W-20y,46845460310444.,109404.84959,109404.84960,36,38,0.15767E-43*,
949,20W-21y,3922805.7973588,109404.84959,109430.34155,36,38,0.54216E-07*,
950,20W-22y,2101397.2840048,109404.84959,109452.43698,36,38,0.28563E-06*,
951,20W-20Y,24655505368720.,109404.84959,109404.84960,36,40,0.12981E-39*,
952,20W-21Y,3922805.5419707,109404.84959,109430.34155,36,40,0.18027E-04*,
953,20W-22Y,2101397.2202646,109404.84959,109452.43698,36,40,0.94972E-04*,
954,20x-21x,3922806.0811234,109404.84959,109430.34155,36,36,0.16594E-05*,
955,20x-20X,46845460310444.,109404.84959,109404.84960,36,38,0.20227E-42*,
956,20x-21X,3922805.7973588,109404.84959,109430.34155,36,38,0.71133E-08*,
957,20x-21z,3922805.5419707,109404.84959,109430.34155,36,40,0.10288E-04*,
958,20x-22z,2101397.2202646,109404.84959,109452.43698,36,40,0.17007E-03*,
959,20x-23z,1495574.4902354,109404.84959,109471.71353,36,40,0.16837E-03*,
960,20X-21x,3922806.4096165,109404.84960,109430.34155,38,36,0.75085E-08*,
961,20X-21X,3922806.1258518,109404.84960,109430.34155,38,38,0.16598E-05*,
962,20X-21z,3922805.8704636,109404.84960,109430.34155,38,40,0.27881E-07*,
963,20X-22z,2101397.3145293,109404.84960,109452.43698,38,40,0.46090E-06*,
964,20X-23z,1495574.5379827,109404.84960,109471.71353,38,40,0.45629E-06*,
965,20X-21Z,3922805.6393982,109404.84960,109430.34156,38,42,0.10316E-04*,
966,20X-22Z,2101397.2568596,109404.84960,109452.43698,38,42,0.17053E-03*,
967,20X-23Z,1495574.5124185,109404.84960,109471.71353,38,42,0.16883E-03*,
968,20y-21y,3922806.1258518,109404.84960,109430.34155,38,38,0.87075E-06*,
969,20y-22y,2101397.3782695,109404.84960,109452.43698,38,38,0.24542E-06*,
970,20y-20Y,52050511198317.,109404.84960,109404.84960,38,40,0.83929E-43*,
971,20y-21Y,3922805.8704636,109404.84960,109430.34155,38,40,0.33626E-08*,
972,20y-22Y,2101397.3145293,109404.84960,109452.43698,38,40,0.94778E-09*,
973,20y-22a,2101397.2568596,109404.84960,109452.43698,38,42,0.28722E-03*,
974,20y-23a,1495574.5124185,109404.84960,109471.71353,38,42,0.13919E-03*,
975,20y-24a,1193581.0435191,109404.84960,109488.63109,38,42,0.68308E-04*,
976,20Y-21y,3922806.4214956,109404.84960,109430.34155,40,38,0.35396E-08*,
977,20Y-22y,2101397.4631077,109404.84960,109452.43698,40,38,0.99766E-09*,
978,20Y-21Y,3922806.1661074,109404.84960,109430.34155,40,40,0.87092E-06*,
979,20Y-22Y,2101397.3993675,109404.84960,109452.43698,40,40,0.24547E-06*,
980,20Y-22a,2101397.3416978,109404.84960,109452.43698,40,42,0.70311E-06*,
981,20Y-23a,1495574.5553910,109404.84960,109471.71353,40,42,0.34073E-06*,
982,20Y-24a,1193581.0708894,109404.84960,109488.63109,40,42,0.16722E-06*,
983,20Y-22A,2101397.2892708,109404.84960,109452.43698,40,44,0.28793E-03*,
984,20Y-23A,1495574.5321509,109404.84960,109471.71353,40,44,0.13953E-03*,
985,20Y-24A,1193581.0578614,109404.84960,109488.63109,40,44,0.68475E-04*,
986,21x-21X,54229475953664.,109430.34155,109430.34155,36,38,0.17322E-42*,
987,21x-21z,28541829333052.,109430.34155,109430.34155,36,40,0.83988E-40*,
988,21x-22z,4525822.8241096,109430.34155,109452.43698,36,40,0.12466E-04*,
989,21x-23z,2417094.7375161,109430.34155,109471.71353,36,40,0.73456E-04*,
990,21X-21z,60254972763771.,109430.34155,109430.34155,38,40,0.54279E-44*,
991,21X-22z,4525823.2018207,109430.34155,109452.43698,38,40,0.33782E-07*,
992,21X-23z,2417094.8452499,109430.34155,109471.71353,38,40,0.19907E-06*,
993,21X-21Z,31633861244962.,109430.34155,109430.34156,38,42,0.50355E-40*,
994,21X-22Z,4525822.9343191,109430.34155,109452.43698,38,42,0.12499E-04*,
995,21X-23Z,2417094.7784766,109430.34155,109471.71353,38,42,0.73655E-04*,
996,21y-22y,4525823.4974804,109430.34155,109452.43698,38,38,0.11387E-05*,
997,21y-21Y,60254972763771.,109430.34155,109430.34155,38,40,0.75220E-43*,
998,21y-22Y,4525823.2018207,109430.34155,109452.43698,38,40,0.43974E-08*,
999,21y-22a,4525822.9343191,109430.34155,109452.43698,38,42,0.70890E-05*,
1000,21y-23a,2417094.7784766,109430.34155,109471.71353,38,42,0.12765E-03*,
1001,21y-24a,1715573.7940147,109430.34155,109488.63109,38,42,0.12245E-03*,
1002,21Y-22y,4525823.8374204,109430.34155,109452.43698,40,38,0.46288E-08*,
1003,21Y-22Y,4525823.5417607,109430.34155,109452.43698,40,40,0.11389E-05*,
1004,21Y-22a,4525823.2742590,109430.34155,109452.43698,40,42,0.17354E-07*,
1005,21Y-23a,2417094.8754370,109430.34155,109471.71353,40,42,0.31247E-06*,
1006,21Y-24a,1715573.8428603,109430.34155,109488.63109,40,42,0.29976E-06*,
1007,21Y-22A,4525823.0310758,109430.34155,109452.43698,40,44,0.71063E-05*,
1008,21Y-23A,2417094.8147340,109430.34155,109471.71353,40,44,0.12796E-03*,
1009,21Y-24A,1715573.8159455,109430.34155,109488.63109,40,44,0.12275E-03*,
1010,21z-22z,4525823.5417607,109430.34155,109452.43698,40,40,0.59619E-06*,
1011,21z-23z,2417094.9422104,109430.34155,109471.71353,40,40,0.16256E-06*,
1012,21z-21Z,66597603886747.,109430.34155,109430.34156,40,42,0.32530E-43*,
1013,21z-22Z,4525823.2742590,109430.34155,109452.43698,40,42,0.20849E-08*,
1014,21z-23Z,2417094.8754370,109430.34155,109471.71353,40,42,0.56848E-09*,
1015,21z-23b,2417094.8147340,109430.34155,109471.71353,40,44,0.20999E-03*,
1016,21z-24b,1715573.8159455,109430.34155,109488.63109,40,44,0.98807E-04*,
1017,21z-25b,1365786.7395045,109430.34155,109503.55943,40,44,0.47231E-04*,
1018,21Z-22z,4525823.8493255,109430.34156,109452.43698,42,40,0.21892E-08*,
1019,21Z-23z,2417095.0299365,109430.34156,109471.71353,42,40,0.59690E-09*,
1020,21Z-22Z,4525823.5818238,109430.34156,109452.43698,42,42,0.59629E-06*,
1021,21Z-23Z,2417094.9631631,109430.34156,109471.71353,42,42,0.16258E-06*,
1022,21Z-23b,2417094.9024601,109430.34156,109471.71353,42,44,0.46664E-06*,
1023,21Z-24b,1715573.8601392,109430.34156,109488.63109,42,44,0.21957E-06*,
1024,21Z-25b,1365786.7675141,109430.34156,109503.55943,42,44,0.10496E-06*,
1025,21Z-23B,2417094.8470355,109430.34156,109471.71354,42,46,0.21046E-03*,
1026,21Z-24B,1715573.8355648,109430.34156,109488.63109,42,46,0.99027E-04*,
1027,21Z-25B,1365786.7537342,109430.34156,109503.55943,42,46,0.47336E-04*,
1028,22y-22Y,69279230175122.,109452.43698,109452.43698,38,40,0.65115E-43*,
1029,22y-22a,36371596351320.,109452.43698,109452.43698,38,42,0.33241E-40*,
1030,22y-23a,5187648.9590536,109452.43698,109471.71353,38,42,0.87849E-05*,
1031,22y-24a,2762880.5294554,109452.43698,109488.63109,38,42,0.57403E-04*,
1032,22Y-22a,76571782977515.,109452.43698,109452.43698,40,42,0.19677E-44*,
1033,22Y-23a,5187649.3475063,109452.43698,109471.71353,40,42,0.21505E-07*,
1034,22Y-24a,2762880.6396401,109452.43698,109488.63109,40,42,0.14052E-06*,
1035,22Y-22A,40109029526515.,109452.43698,109452.43698,40,44,0.20433E-40*,
1036,22Y-23A,5187649.0678889,109452.43698,109471.71353,40,44,0.88064E-05*,
1037,22Y-24A,2762880.5698334,109452.43698,109488.63109,40,44,0.57543E-04*,
1038,22z-23z,5187649.6550856,109452.43698,109471.71353,40,40,0.79474E-06*,
1039,22z-22Z,76571782977515.,109452.43698,109452.43698,40,42,0.29372E-43*,
1040,22z-23Z,5187649.3475063,109452.43698,109471.71353,40,42,0.27793E-08*,
1041,22z-23b,5187649.0678889,109452.43698,109471.71353,40,44,0.49661E-05*,
1042,22z-24b,2762880.5698334,109452.43698,109488.63109,40,44,0.96853E-04*,
1043,22z-25b,1956087.9082992,109452.43698,109503.55943,40,44,0.90120E-04*,
1044,22Z-23z,5187650.0065429,109452.43698,109471.71353,42,40,0.29183E-08*,
1045,22Z-23Z,5187649.6989636,109452.43698,109471.71353,42,42,0.79488E-06*,
1046,22Z-23b,5187649.4193461,109452.43698,109471.71353,42,44,0.11036E-07*,
1047,22Z-24b,2762880.6695243,109452.43698,109488.63109,42,44,0.21523E-06*,
1048,22Z-25b,1956087.9582690,109452.43698,109503.55943,42,44,0.20027E-06*,
1049,22Z-23B,5187649.1640432,109452.43698,109471.71354,42,46,0.49772E-05*,
1050,22Z-24B,2762880.6057877,109452.43698,109488.63109,42,46,0.97068E-04*,
1051,22Z-25B,1956087.9300037,109452.43698,109503.55943,42,46,0.90320E-04*,
1052,22a-23a,5187649.6989636,109452.43698,109471.71353,42,42,0.41525E-06*,
1053,22a-24a,2762880.7393310,109452.43698,109488.63109,42,42,0.10963E-06*,
1054,22a-22A,84228962809136.,109452.43698,109452.43698,42,44,0.13189E-43*,
1055,22a-23A,5187649.4193461,109452.43698,109471.71353,42,44,0.13213E-08*,
1056,22a-24A,2762880.6695243,109452.43698,109488.63109,42,44,0.34883E-09*,
1057,22a-24c,2762880.6057877,109452.43698,109488.63109,42,46,0.15560E-03*,
1058,22a-25c,1956087.9300037,109452.43698,109503.55943,42,46,0.71136E-04*,
1059,22a-26c,1553720.6534502,109452.43698,109516.79862,42,46,0.33136E-04*,
1060,22A-23a,5187650.0184702,109452.43698,109471.71353,44,42,0.13842E-08*,
1061,22A-24a,2762880.8299591,109452.43698,109488.63109,44,42,0.36544E-09*,
1062,22A-23A,5187649.7388527,109452.43698,109471.71353,44,44,0.41532E-06*,
1063,22A-24A,2762880.7601524,109452.43698,109488.63109,44,44,0.10965E-06*,
1064,22A-24c,2762880.6964158,109452.43698,109488.63109,44,46,0.31529E-06*,
1065,22A-25c,1956087.9754308,109452.43698,109503.55943,44,46,0.14415E-06*,
1066,22A-26c,1553720.6821108,109452.43698,109516.79862,44,46,0.67145E-07*,
1067,22A-24C,2762880.6379906,109452.43698,109488.63109,44,48,0.15591E-03*,
1068,22A-25C,1956087.9495209,109452.43698,109503.55943,44,48,0.71280E-04*,
1069,22A-26C,1553720.6675785,109452.43698,109516.79862,44,48,0.33203E-04*,
1070,23z-23Z,87495197783061.,109471.71353,109471.71353,40,42,0.25671E-43*,
1071,23z-23b,45830818840040.,109471.71353,109471.71353,40,44,0.13738E-40*,
1072,23z-24b,5911019.1243831,109471.71353,109488.63109,40,44,0.62821E-05*,
1073,23z-25b,3140122.1941362,109471.71353,109503.55943,40,44,0.45179E-04*,
1074,23Z-23b,96244721767070.,109471.71353,109471.71353,42,44,0.74752E-45*,
1075,23Z-24b,5911019.5237210,109471.71353,109488.63109,42,44,0.13960E-07*,
1076,23Z-25b,3140122.3068323,109471.71353,109503.55943,42,44,0.10040E-06*,
1077,23Z-23B,50309740452603.,109471.71353,109471.71354,42,46,0.86382E-41*,
1078,23Z-24B,5911019.2319857,109471.71353,109488.63109,42,46,0.62960E-05*,
